Reg No,Expenditure Category,Election Period,sum_amount
CC10146,Hawaii Election Campaign Fund,2014-2016,20
CC10146,Printing,2014-2016,13931.91
CC10146,Contribution to Community Organization,2014-2016,175
CC10146,Postage/Mailing,2014-2016,3342.13
CC10146,Travel & Lodging,2014-2016,533.03
CC10146,Lease/Rent,2014-2016,814.56
CC10146,Food & Beverages,2014-2016,4223.34
CC10146,Office Supplies,2014-2016,639.72
CC10146,Filing Fee,2014-2016,625
CC10146,Professional Services,2014-2016,6787.85
CC10146,"Surveys, Polls & Voter Lists",2014-2016,5770.14
CC10146,Utilities,2014-2016,423.22
CC10146,Other,2014-2016,1813.76
CC10146,Advertising,2014-2016,67291.96
CC10146,Bank Charges & Adjustments,2016-2018,26
CC10146,Advertising,2016-2018,1037.44
CC10146,Vehicle,2016-2018,73.96
CC10147,Professional Services,2006-2008,50
CC10147,Postage/Mailing,2006-2008,365.75
CC10147,Printing,2006-2008,452.93
CC10147,Contribution to Community Organization,2006-2008,1000
CC10147,Bank Charges & Adjustments,2006-2008,105
CC10147,Filing Fee,2006-2008,25
CC10147,Durable Assets,2006-2008,2487.3
CC10147,Office Supplies,2006-2008,671.07
CC10147,Other,2006-2008,2482.28
CC10147,Advertising,2006-2008,769.26
CC10147,Hawaii Election Campaign Fund,2008-2010,50
CC10147,Professional Services,2008-2010,50
CC10147,Printing,2008-2010,442.77
CC10147,Bank Charges & Adjustments,2008-2010,205
CC10147,Office Supplies,2008-2010,553.69
CC10147,Postage/Mailing,2008-2010,884.53
CC10147,Contribution to Community Organization,2008-2010,2462.25
CC10147,Other,2008-2010,631.92
CC10147,Food & Beverages,2008-2010,1397.75
CC10147,Advertising,2008-2010,387.96
CC10147,Contribution to Political Party,2010-2012,175
CC10147,Advertising,2010-2012,150
CC10147,Candidate Fundraiser Tickets,2010-2012,1000
CC10147,Professional Services,2010-2012,125
CC10147,Bank Charges & Adjustments,2010-2012,20.09
CC10147,Filing Fee,2010-2012,250
CC10147,Lease/Rent,2010-2012,90
CC10147,Office Supplies,2010-2012,6607.2
CC10147,Contribution to Community Organization,2010-2012,2468
CC10147,Food & Beverages,2010-2012,5392.7
CC10147,Other,2010-2012,9155.35
CC10147,"Surveys, Polls & Voter Lists",2010-2012,523.56
CC10147,Postage/Mailing,2010-2012,12263.63
CC10147,Printing,2010-2012,8571.25
CC10147,Hawaii Election Campaign Fund,2012-2014,125
CC10147,Bank Charges & Adjustments,2012-2014,1642.69
CC10147,Contribution to Political Party,2012-2014,2000
CC10147,Insurance,2012-2014,2058.57
CC10147,Durable Assets,2012-2014,1366.25
CC10147,Contribution to Community Organization,2012-2014,3773.05
CC10147,Candidate Fundraiser Tickets,2012-2014,308.9
CC10147,Vehicle,2012-2014,106.75
CC10147,Utilities,2012-2014,1683.43
CC10147,Professional Services,2012-2014,393653.89
CC10147,Office Supplies,2012-2014,7161.09
CC10147,Filing Fee,2012-2014,1714.72
CC10147,Lease/Rent,2012-2014,107626.55
CC10147,Advertising,2012-2014,1121454.23
CC10147,"Surveys, Polls & Voter Lists",2012-2014,73479.06
CC10147,Printing,2012-2014,50944.88
CC10147,Travel & Lodging,2012-2014,29560.36
CC10147,Other,2012-2014,48092.36
CC10147,Food & Beverages,2012-2014,106121.57
CC10147,Postage/Mailing,2012-2014,18508.95
CC10147,Hawaii Election Campaign Fund,2014-2016,50
CC10147,Durable Assets,2014-2016,2156.94
CC10147,Contribution to Political Party,2014-2016,7500
CC10147,Bank Charges & Adjustments,2014-2016,1315.58
CC10147,Contribution to Community Organization,2014-2016,3060
CC10147,Postage/Mailing,2014-2016,12213.54
CC10147,Insurance,2014-2016,245
CC10147,Office Supplies,2014-2016,3833.37
CC10147,Advertising,2014-2016,4336.01
CC10147,"Surveys, Polls & Voter Lists",2014-2016,27500
CC10147,Other,2014-2016,13396.4
CC10147,Utilities,2014-2016,1023.77
CC10147,Travel & Lodging,2014-2016,8532.74
CC10147,Printing,2014-2016,5291.6
CC10147,Professional Services,2014-2016,157276.83
CC10147,Lease/Rent,2014-2016,19347.17
CC10147,Food & Beverages,2014-2016,48297.09
CC10147,Contribution to Community Organization,2016-2018,2000
CC10147,Bank Charges & Adjustments,2016-2018,666.32
CC10147,Postage/Mailing,2016-2018,2262
CC10147,Office Supplies,2016-2018,1126.89
CC10147,Food & Beverages,2016-2018,21912.95
CC10147,Professional Services,2016-2018,120090.13
CC10147,Lease/Rent,2016-2018,2088.62
CC10147,Other,2016-2018,2450.03
CC10148,Filing Fee,2006-2008,500
CC10148,Taxes,2006-2008,39.42
CC10148,Candidate Fundraiser Tickets,2006-2008,800.76
CC10148,Printing,2006-2008,7655.44
CC10148,Insurance,2006-2008,3387.81
CC10148,Professional Services,2006-2008,13194.3
CC10148,Utilities,2006-2008,6884.19
CC10148,Office Supplies,2006-2008,4640.5
CC10148,"Surveys, Polls & Voter Lists",2006-2008,14614.47
CC10148,Lease/Rent,2006-2008,30263.79
CC10148,Bank Charges & Adjustments,2006-2008,291.24
CC10148,Postage/Mailing,2006-2008,9182.11
CC10148,Contribution to Community Organization,2006-2008,2007.65
CC10148,Advertising,2006-2008,60196.79
CC10148,Other,2006-2008,61645.31
CC10148,Travel & Lodging,2006-2008,2181.05
CC10148,Food & Beverages,2006-2008,37907.01
CC10148,Other,2008-2010,39.58
CC10148,Postage/Mailing,2008-2010,2995.27
CC10148,Postage/Mailing,2010-2012,4078.91
CC10148,Contribution to Political Party,2010-2012,300
CC10148,Printing,2010-2012,870.33
CC10148,Bank Charges & Adjustments,2010-2012,155.67
CC10148,Professional Services,2010-2012,15336.25
CC10148,Other,2010-2012,4979.68
CC10148,Advertising,2010-2012,28989.34
CC10148,Food & Beverages,2010-2012,605.62
CC10148,Postage/Mailing,2012-2014,4689.76
CC10148,Contribution to Political Party,2012-2014,300
CC10148,Printing,2012-2014,2657.95
CC10148,Office Supplies,2012-2014,238.54
CC10148,Filing Fee,2012-2014,250
CC10148,"Surveys, Polls & Voter Lists",2012-2014,1651.08
CC10148,Bank Charges & Adjustments,2012-2014,76.83
CC10148,Professional Services,2012-2014,11050
CC10148,Other,2012-2014,4858.39
CC10148,Food & Beverages,2012-2014,2831.19
CC10148,Advertising,2012-2014,55714.38
CC10148,Printing,2014-2016,21.88
CC10148,Office Supplies,2014-2016,34.88
CC10148,Candidate Fundraiser Tickets,2014-2016,525.9
CC10148,Bank Charges & Adjustments,2014-2016,92.6
CC10148,Postage/Mailing,2014-2016,521
CC10148,Other,2014-2016,156.09
CC10148,Advertising,2014-2016,4299.62
CC10148,Professional Services,2014-2016,811.17
CC10148,Food & Beverages,2014-2016,5638.07
CC10148,Printing,2016-2018,18.23
CC10148,Bank Charges & Adjustments,2016-2018,25.85
CC10148,Advertising,2016-2018,1511.45
CC10148,Postage/Mailing,2016-2018,47
CC10148,Professional Services,2016-2018,52.36
CC10148,Food & Beverages,2016-2018,3185.17
CC10149,Postage/Mailing,2006-2008,74
CC10149,Other,2006-2008,22715
CC10149,Contribution to Community Organization,2006-2008,3610.99
CC10150,Bank Charges & Adjustments,2006-2008,1840.08
CC10150,Filing Fee,2006-2008,500
CC10150,Hawaii Election Campaign Fund,2006-2008,50
CC10150,Utilities,2006-2008,5244.31
CC10150,Vehicle,2006-2008,75
CC10150,Office Supplies,2006-2008,3288.88
CC10150,"Surveys, Polls & Voter Lists",2006-2008,7000
CC10150,Postage/Mailing,2006-2008,52893.84
CC10150,Professional Services,2006-2008,53158.68
CC10150,Lease/Rent,2006-2008,19088.64
CC10150,Advertising,2006-2008,364969.4
CC10150,Insurance,2006-2008,631
CC10150,Printing,2006-2008,48022.64
CC10150,Contribution to Community Organization,2006-2008,406.28
CC10150,Other,2006-2008,40637.59
CC10150,Food & Beverages,2006-2008,19602.32
CC10150,Utilities,2008-2010,548.31
CC10150,Bank Charges & Adjustments,2008-2010,489.99
CC10150,Contribution to Community Organization,2008-2010,1000
CC10150,Office Supplies,2008-2010,65.43
CC10150,Insurance,2008-2010,250
CC10150,Professional Services,2008-2010,7194.67
CC10150,Advertising,2008-2010,18232.64
CC10150,Other,2008-2010,4846.07
CC10150,Postage/Mailing,2008-2010,24905.09
CC10150,Printing,2008-2010,32791.76
CC10150,Lease/Rent,2008-2010,1092.6
CC10150,Food & Beverages,2008-2010,2878.03
CC10150,Contribution to Community Organization,2010-2012,500
CC10150,Bank Charges & Adjustments,2010-2012,133.28
CC10150,Postage/Mailing,2010-2012,7248.59
CC10150,Advertising,2010-2012,10126.72
CC10150,Filing Fee,2010-2012,250
CC10150,Insurance,2010-2012,835.1
CC10150,Lease/Rent,2010-2012,3447.78
CC10150,Professional Services,2010-2012,4675.13
CC10150,Printing,2010-2012,33520.69
CC10150,Other,2010-2012,3238.15
CC10150,Food & Beverages,2010-2012,14492.2
CC10150,Printing,2012-2014,314.14
CC10150,Bank Charges & Adjustments,2012-2014,42.96
CC10150,Advertising,2012-2014,5579.04
CC10150,Postage/Mailing,2012-2014,136.16
CC10150,Food & Beverages,2012-2014,930.37
CC10150,Contribution to Community Organization,2012-2014,4250
CC10150,Other,2012-2014,1759.12
CC10150,Bank Charges & Adjustments,2014-2016,17.63
CC10150,Office Supplies,2014-2016,99.98
CC10150,Advertising,2014-2016,6596.32
CC10150,Contribution to Community Organization,2014-2016,750
CC10150,Filing Fee,2014-2016,250
CC10150,Postage/Mailing,2014-2016,8895.25
CC10150,Printing,2014-2016,32560.63
CC10150,Food & Beverages,2014-2016,27894.16
CC10150,Other,2014-2016,8147.22
CC10150,Bank Charges & Adjustments,2016-2018,3.89
CC10150,Advertising,2016-2018,3020.94
CC10150,Contribution to Community Organization,2016-2018,3500
CC10150,Contribution to Political Party,2016-2018,500
CC10150,Other,2016-2018,1000
CC10151,Postage/Mailing,2006-2008,264.1
CC10151,Utilities,2006-2008,56.18
CC10151,Advertising,2006-2008,7319.11
CC10151,Filing Fee,2006-2008,250
CC10151,"Surveys, Polls & Voter Lists",2006-2008,3643.98
CC10151,Lease/Rent,2006-2008,600
CC10151,Office Supplies,2006-2008,192.03
CC10151,Contribution to Community Organization,2006-2008,100
CC10151,Other,2006-2008,777.64
CC10151,Food & Beverages,2006-2008,4363.34
CC10151,Utilities,2008-2010,28.09
CC10151,Contribution to Community Organization,2008-2010,14230.81
CC10152,Bank Charges & Adjustments,2006-2008,1045.81
CC10153,Candidate Fundraiser Tickets,2006-2008,1439.79
CC10153,Bank Charges & Adjustments,2006-2008,31.93
CC10153,Postage/Mailing,2006-2008,697
CC10153,Hawaii Election Campaign Fund,2006-2008,25
CC10153,"Surveys, Polls & Voter Lists",2006-2008,197.36
CC10153,Office Supplies,2006-2008,2867.02
CC10153,Food & Beverages,2006-2008,9990.54
CC10153,Other,2006-2008,5595
CC10153,Printing,2006-2008,885.83
CC10153,Advertising,2006-2008,57199.92
CC10153,Professional Services,2006-2008,2599.14
CC10153,Contribution to Political Party,2008-2010,500
CC10153,Candidate Fundraiser Tickets,2008-2010,2000
CC10153,Contribution to Community Organization,2008-2010,6045.27
CC10153,Other,2008-2010,7700
CC10155,Advertising,2006-2008,1240.2
CC10155,Office Supplies,2006-2008,216.79
CC10155,Postage/Mailing,2006-2008,242.35
CC10155,Professional Services,2006-2008,200
CC10155,Contribution to Community Organization,2006-2008,4010.53
CC10155,Other,2006-2008,3861.05
CC10156,Bank Charges & Adjustments,2008-2010,60
CC10156,Bank Charges & Adjustments,2010-2012,114.21
CC10157,Printing,2006-2008,1712.48
CC10157,Advertising,2006-2008,5033.93
CC10157,Lease/Rent,2006-2008,1485
CC10157,Bank Charges & Adjustments,2006-2008,69.25
CC10157,Professional Services,2006-2008,166.4
CC10157,Contribution to Community Organization,2006-2008,500
CC10157,Office Supplies,2006-2008,46.56
CC10157,Filing Fee,2006-2008,25
CC10157,Contribution to Political Party,2006-2008,515
CC10157,Postage/Mailing,2006-2008,2187.45
CC10157,Food & Beverages,2006-2008,2864.13
CC10157,Other,2006-2008,3913.8
CC10157,Durable Assets,2008-2010,1499
CC10157,Contribution to Political Party,2008-2010,100
CC10157,Other,2008-2010,156.25
CC10157,Bank Charges & Adjustments,2008-2010,42
CC10157,Contribution to Community Organization,2008-2010,500
CC10157,Advertising,2010-2012,1959.06
CC10157,Printing,2010-2012,52.08
CC10157,Hawaii Election Campaign Fund,2010-2012,577.86
CC10157,Contribution to Community Organization,2010-2012,400
CC10157,Other,2010-2012,59048.12
CC10157,Food & Beverages,2010-2012,419.83
CC10157,Professional Services,2010-2012,2000
CC10158,Filing Fee,2006-2008,250
CC10158,Hawaii Election Campaign Fund,2006-2008,50
CC10158,Printing,2006-2008,22677.72
CC10158,Food & Beverages,2006-2008,250
CC10158,Other,2006-2008,27724.71
CC10158,Contribution to Community Organization,2006-2008,335.75
CC10158,Professional Services,2006-2008,22730.77
CC10158,Postage/Mailing,2006-2008,33191.4
CC10158,Advertising,2006-2008,3274.67
CC10158,Advertising,2008-2010,3706.8
CC10158,Office Supplies,2008-2010,24.47
CC10158,Other,2008-2010,19909.03
CC10158,Printing,2008-2010,209.42
CC10158,Food & Beverages,2008-2010,999.36
CC10158,Hawaii Election Campaign Fund,2010-2012,112.01
CC10158,Filing Fee,2010-2012,250
CC10158,Lease/Rent,2010-2012,1956.93
CC10158,Other,2010-2012,532.56
CC10158,Postage/Mailing,2010-2012,19550.68
CC10158,Office Supplies,2010-2012,824.26
CC10158,Printing,2010-2012,33460.69
CC10158,Professional Services,2010-2012,24831.3
CC10158,Food & Beverages,2010-2012,4035.21
CC10158,Advertising,2010-2012,16736.61
CC10158,Professional Services,2012-2014,4067.2
CC10158,Advertising,2012-2014,828.53
CC10158,Other,2012-2014,426.27
CC10158,Lease/Rent,2012-2014,710.29
CC10158,Contribution to Community Organization,2012-2014,200.71
CC10158,Office Supplies,2012-2014,103.69
CC10158,Postage/Mailing,2012-2014,383.7
CC10158,Food & Beverages,2012-2014,1356.89
CC10158,Contribution to Political Party,2014-2016,250
CC10158,Other,2014-2016,470.44
CC10158,Lease/Rent,2014-2016,2198
CC10158,Postage/Mailing,2014-2016,12393.85
CC10158,Filing Fee,2014-2016,606.49
CC10158,Contribution to Community Organization,2014-2016,5298.99
CC10158,Advertising,2014-2016,23804.27
CC10158,Food & Beverages,2014-2016,2687.66
CC10158,Office Supplies,2014-2016,23.66
CC10158,Professional Services,2014-2016,18679.96
CC10158,Contribution to Community Organization,2016-2018,171.08
CC10158,Lease/Rent,2016-2018,100
CC10159,"Surveys, Polls & Voter Lists",2006-2008,133.26
CC10159,Bank Charges & Adjustments,2006-2008,549.72
CC10159,Filing Fee,2006-2008,250
CC10159,Contribution to Political Party,2006-2008,45
CC10159,Candidate Fundraiser Tickets,2006-2008,50
CC10159,Advertising,2006-2008,14199.09
CC10159,Lease/Rent,2006-2008,600
CC10159,Other,2006-2008,7664.78
CC10159,Postage/Mailing,2006-2008,10924.16
CC10159,Contribution to Community Organization,2006-2008,1969.25
CC10159,Food & Beverages,2006-2008,10926.24
CC10159,Printing,2006-2008,21128.19
CC10159,Office Supplies,2006-2008,314.77
CC10159,Office Supplies,2008-2010,13.91
CC10159,Bank Charges & Adjustments,2008-2010,45.46
CC10159,Postage/Mailing,2008-2010,536.14
CC10159,Printing,2008-2010,287.67
CC10159,Durable Assets,2008-2010,345.54
CC10159,Contribution to Community Organization,2008-2010,2304.3
CC10159,Advertising,2008-2010,3837.08
CC10159,Candidate Fundraiser Tickets,2008-2010,362
CC10159,Food & Beverages,2008-2010,2430.56
CC10159,Other,2008-2010,5285.14
CC10159,Office Supplies,2010-2012,191.92
CC10159,Postage/Mailing,2010-2012,17286.96
CC10159,Bank Charges & Adjustments,2010-2012,226.75
CC10159,Food & Beverages,2010-2012,7275.83
CC10159,Professional Services,2010-2012,586.38
CC10159,Printing,2010-2012,30628.26
CC10159,Advertising,2010-2012,3163.43
CC10159,Lease/Rent,2010-2012,997.42
CC10159,Contribution to Community Organization,2010-2012,2411.71
CC10159,Other,2010-2012,7830.3
CC10159,Bank Charges & Adjustments,2012-2014,57.98
CC10159,Postage/Mailing,2012-2014,3301.87
CC10159,Office Supplies,2012-2014,776.96
CC10159,Candidate Fundraiser Tickets,2012-2014,100
CC10159,Durable Assets,2012-2014,443.97
CC10159,Contribution to Political Party,2012-2014,2250
CC10159,Printing,2012-2014,10887.31
CC10159,Food & Beverages,2012-2014,7070.35
CC10159,Contribution to Community Organization,2012-2014,8409.94
CC10159,Advertising,2012-2014,3493.23
CC10159,Other,2012-2014,9714.37
CC10159,Bank Charges & Adjustments,2014-2016,25.85
CC10159,Travel & Lodging,2014-2016,736.65
CC10159,"Surveys, Polls & Voter Lists",2014-2016,589.01
CC10159,Hawaii Election Campaign Fund,2014-2016,100
CC10159,Civic or Community Group Membership,2014-2016,125
CC10159,Candidate Fundraiser Tickets,2014-2016,100
CC10159,Printing,2014-2016,4093.82
CC10159,Vehicle,2014-2016,156.37
CC10159,Food & Beverages,2014-2016,2254.95
CC10159,Postage/Mailing,2014-2016,6126.57
CC10159,Advertising,2014-2016,1195.89
CC10159,Other,2014-2016,2494.48
CC10159,Contribution to Community Organization,2014-2016,9500.22
CC10159,Office Supplies,2016-2018,404.19
CC10159,Other,2016-2018,110.45
CC10159,Food & Beverages,2016-2018,800
CC10159,Contribution to Community Organization,2016-2018,3888.32
CC10159,Postage/Mailing,2016-2018,355.56
CC10159,Advertising,2016-2018,1968.05
CC10161,Hawaii Election Campaign Fund,2006-2008,3424.49
CC10161,Contribution to Community Organization,2006-2008,600
CC10162,Contribution to Political Party,2006-2008,500
CC10162,Vehicle,2006-2008,14
CC10162,Lease/Rent,2006-2008,8734.52
CC10162,Durable Assets,2006-2008,460.68
CC10162,Insurance,2006-2008,9704.54
CC10162,"Surveys, Polls & Voter Lists",2006-2008,3576.46
CC10162,Employee Services,2006-2008,234706.66
CC10162,Taxes,2006-2008,112495.59
CC10162,Postage/Mailing,2006-2008,32882.1
CC10162,Hawaii Election Campaign Fund,2006-2008,50
CC10162,Printing,2006-2008,116743.8
CC10162,Office Supplies,2006-2008,4011.2
CC10162,Bank Charges & Adjustments,2006-2008,19722.14
CC10162,Travel & Lodging,2006-2008,21934.81
CC10162,Other,2006-2008,78891.12
CC10162,Utilities,2006-2008,10642.41
CC10162,Food & Beverages,2006-2008,120991.07
CC10162,Professional Services,2006-2008,109398.98
CC10162,Insurance,2008-2010,20456.15
CC10162,Taxes,2008-2010,190238.23
CC10162,Hawaii Election Campaign Fund,2008-2010,6000
CC10162,Printing,2008-2010,154072.79
CC10162,Bank Charges & Adjustments,2008-2010,57480.46
CC10162,Filing Fee,2008-2010,1186.46
CC10162,"Surveys, Polls & Voter Lists",2008-2010,64280.04
CC10162,Postage/Mailing,2008-2010,46530.68
CC10162,Employee Services,2008-2010,319589.95
CC10162,Utilities,2008-2010,31349.8
CC10162,Advertising,2008-2010,600221.35
CC10162,Other,2008-2010,155307.28
CC10162,Travel & Lodging,2008-2010,122907.35
CC10162,Lease/Rent,2008-2010,67112.56
CC10162,Durable Assets,2008-2010,6210.94
CC10162,Office Supplies,2008-2010,9937.16
CC10162,Food & Beverages,2008-2010,131216.36
CC10162,Professional Services,2008-2010,554798.42
CC10162,Contribution to Political Party,2010-2012,11000
CC10162,Candidate Fundraiser Tickets,2010-2012,1000
CC10162,Lease/Rent,2010-2012,1536.03
CC10162,Insurance,2010-2012,1533.5
CC10162,Taxes,2010-2012,8538.05
CC10162,Printing,2010-2012,1293.53
CC10162,Travel & Lodging,2010-2012,4337.45
CC10162,Bank Charges & Adjustments,2010-2012,5125.42
CC10162,Postage/Mailing,2010-2012,2311.19
CC10162,"Surveys, Polls & Voter Lists",2010-2012,284
CC10162,Advertising,2010-2012,5577.47
CC10162,Office Supplies,2010-2012,567.78
CC10162,Other,2010-2012,5677.32
CC10162,Employee Services,2010-2012,13963.33
CC10162,Utilities,2010-2012,5284.82
CC10162,Food & Beverages,2010-2012,10147.51
CC10162,Professional Services,2010-2012,37545.19
CC10162,Contribution to Political Party,2012-2014,4000
CC10162,Insurance,2012-2014,3463.25
CC10162,Travel & Lodging,2012-2014,12071.87
CC10162,Durable Assets,2012-2014,3153.8
CC10162,Bank Charges & Adjustments,2012-2014,11918.5
CC10162,"Surveys, Polls & Voter Lists",2012-2014,726.35
CC10162,Printing,2012-2014,69598.74
CC10162,Professional Services,2012-2014,324749.15
CC10162,Advertising,2012-2014,737102.92
