expenditure_category,election_period,amount,reg_no,id
Printing,2008-2010,3791.57,CC10346,549
Other,2006-2008,86.85,CC10346,550
Food & Beverages,2006-2008,240.58,CC10346,551
Contribution to Community Organization,2012-2014,70.00,CC10346,552
Bank Charges & Adjustments,2012-2014,60.00,CC10346,553
Hawaii Election Campaign Fund,2012-2014,7200.00,CC10346,554
Other,2012-2014,477.71,CC10346,555
Hawaii Election Campaign Fund,2010-2012,1900.00,CC10346,556
Office Supplies,2012-2014,14.00,CC10346,557
Food & Beverages,2012-2014,1314.23,CC10346,558
Printing,2010-2012,2704.70,CC10346,559
Other,2010-2012,1274.02,CC10346,560
Office Supplies,2010-2012,198.72,CC10346,561
Food & Beverages,2010-2012,3369.38,CC10346,562
Bank Charges & Adjustments,2010-2012,109.35,CC10346,563
Postage/Mailing,2006-2008,405.00,CC10356,564
Bank Charges & Adjustments,2006-2008,70.25,CC10356,565
Filing Fee,2006-2008,250.00,CC10356,566
Lease/Rent,2006-2008,500.00,CC10356,567
Office Supplies,2006-2008,168.66,CC10356,568
Printing,2006-2008,287.50,CC10356,569
Other,2006-2008,1329.85,CC10356,570
Insurance,2006-2008,312.87,CC10356,571
Travel & Lodging,2006-2008,120.00,CC10356,572
Professional Services,2006-2008,1361.88,CC10356,573
Candidate Fundraiser Tickets,2006-2008,75.00,CC10356,574
Advertising,2006-2008,12841.72,CC10356,575
Food & Beverages,2006-2008,2870.46,CC10356,576
Professional Services,2010-2012,200.00,CC10776,577
Food & Beverages,2010-2012,938.00,CC10776,578
Other,2010-2012,911.24,CC10776,579
Bank Charges & Adjustments,2008-2010,28.00,CC10776,580
Advertising,2008-2010,8224.86,CC10776,581
Printing,2008-2010,1955.89,CC10776,582
Other,2008-2010,632.01,CC10776,583
Bank Charges & Adjustments,2010-2012,100.00,CC10776,584
Lease/Rent,2006-2008,162.30,CC10508,585
Advertising,2006-2008,97808.52,CC10508,586
Professional Services,2008-2010,5673.93,CC10508,587
Other,2006-2008,1131.06,CC10508,588
"Surveys, Polls & Voter Lists",2006-2008,250.00,CC10508,589
Postage/Mailing,2006-2008,19546.26,CC10508,590
Bank Charges & Adjustments,2008-2010,16.00,CC10508,591
Food & Beverages,2006-2008,967.64,CC10508,592
Bank Charges & Adjustments,2006-2008,26.00,CC10508,593
Contribution to Community Organization,2006-2008,169.24,CC10508,594
Professional Services,2006-2008,47963.52,CC10508,595
Office Supplies,2006-2008,383.97,CC10508,596
Printing,2006-2008,9368.37,CC10508,597
"Surveys, Polls & Voter Lists",2008-2010,738.21,CC10508,598
Printing,2008-2010,41.88,CC10508,599
Hawaii Election Campaign Fund,2006-2008,1650.00,CC10341,600
Professional Services,2010-2012,148.44,CC10330,601
Lease/Rent,2006-2008,150.00,CC10330,602
Professional Services,2006-2008,623.88,CC10330,603
Bank Charges & Adjustments,2012-2014,21.00,CC10330,604
Bank Charges & Adjustments,2010-2012,7.00,CC10330,605
Office Supplies,2012-2014,759.93,CC10330,606
Lease/Rent,2012-2014,546.00,CC10330,607
Filing Fee,2006-2008,25.00,CC10330,608
Lease/Rent,2008-2010,292.00,CC10330,609
Lease/Rent,2010-2012,644.00,CC10330,610
Taxes,2006-2008,84.80,CC10330,611
Contribution to Community Organization,2008-2010,827.00,CC10330,612
Travel & Lodging,2012-2014,249.36,CC10330,613
Travel & Lodging,2010-2012,528.28,CC10330,614
Travel & Lodging,2006-2008,979.93,CC10330,615
Hawaii Election Campaign Fund,2006-2008,1250.00,CC10330,616
Travel & Lodging,2008-2010,2537.16,CC10330,617
Contribution to Community Organization,2006-2008,1344.40,CC10330,618
Durable Assets,2010-2012,582.35,CC10330,619
Postage/Mailing,2010-2012,1047.09,CC10330,620
Hawaii Election Campaign Fund,2010-2012,843.96,CC10330,621
Advertising,2010-2012,7181.58,CC10330,622
Contribution to Community Organization,2010-2012,1460.00,CC10330,623
Advertising,2012-2014,1088.72,CC10330,624
Candidate Fundraiser Tickets,2012-2014,600.00,CC10330,625
Candidate Fundraiser Tickets,2010-2012,1110.00,CC10330,626
Contribution to Political Party,2010-2012,200.00,CC10330,627
Other,2012-2014,3000.99,CC10330,628
Contribution to Community Organization,2012-2014,1532.53,CC10330,629
Advertising,2008-2010,4735.53,CC10330,630
Advertising,2006-2008,8900.72,CC10330,631
Candidate Fundraiser Tickets,2006-2008,615.73,CC10330,632
Other,2008-2010,17598.43,CC10330,633
Postage/Mailing,2006-2008,399.80,CC10330,634
Food & Beverages,2010-2012,18762.17,CC10330,635
Office Supplies,2008-2010,1765.84,CC10330,636
Printing,2010-2012,1582.61,CC10330,637
Office Supplies,2006-2008,3199.68,CC10330,638
Food & Beverages,2008-2010,18531.17,CC10330,639
Postage/Mailing,2008-2010,763.56,CC10330,640
Printing,2008-2010,462.29,CC10330,641
Printing,2006-2008,567.70,CC10330,642
Other,2006-2008,14771.90,CC10330,643
Other,2010-2012,10752.95,CC10330,644
Office Supplies,2010-2012,3918.76,CC10330,645
Food & Beverages,2012-2014,4165.41,CC10330,646
Food & Beverages,2006-2008,20914.15,CC10330,647
Lease/Rent,2008-2010,240.00,CC10591,648
Bank Charges & Adjustments,2008-2010,40.00,CC10591,649
Office Supplies,2008-2010,127.43,CC10591,650
Other,2008-2010,354.48,CC10591,651
Advertising,2008-2010,933.76,CC10591,652
Printing,2008-2010,373.87,CC10591,653
Food & Beverages,2008-2010,415.60,CC10591,654
Candidate Fundraiser Tickets,2012-2014,1000.00,CC10135,655
Lease/Rent,2010-2012,156.25,CC10135,656
Vehicle,2012-2014,1252.91,CC10135,657
Vehicle,2010-2012,2329.88,CC10135,658
Candidate Fundraiser Tickets,2006-2008,200.00,CC10135,659
Contribution to Political Party,2006-2008,500.00,CC10135,660
Candidate Fundraiser Tickets,2010-2012,500.00,CC10135,661
Contribution to Political Party,2008-2010,750.00,CC10135,662
Contribution to Political Party,2010-2012,1805.00,CC10135,663
Travel & Lodging,2008-2010,1784.93,CC10135,664
Candidate Fundraiser Tickets,2008-2010,2250.00,CC10135,665
"Surveys, Polls & Voter Lists",2010-2012,1000.00,CC10135,666
Contribution to Political Party,2012-2014,1000.00,CC10135,667
Vehicle,2008-2010,1253.15,CC10135,668
Lease/Rent,2006-2008,1509.42,CC10135,669
Filing Fee,2006-2008,258.00,CC10135,670
Bank Charges & Adjustments,2006-2008,31.00,CC10135,671
Bank Charges & Adjustments,2010-2012,61.97,CC10135,672
Filing Fee,2010-2012,258.00,CC10135,673
Postage/Mailing,2008-2010,289.22,CC10135,674
Postage/Mailing,2012-2014,159.59,CC10135,675
Printing,2012-2014,197.92,CC10135,676
Printing,2010-2012,1139.53,CC10135,677
Postage/Mailing,2010-2012,448.91,CC10135,678
Vehicle,2006-2008,5425.15,CC10135,679
Other,2012-2014,1563.99,CC10135,680
Contribution to Community Organization,2006-2008,1120.00,CC10135,681
Contribution to Community Organization,2008-2010,1840.00,CC10135,682
Advertising,2008-2010,2824.04,CC10135,683
Food & Beverages,2008-2010,4604.43,CC10135,684
Contribution to Community Organization,2010-2012,2605.00,CC10135,685
Advertising,2010-2012,13440.38,CC10135,686
Advertising,2012-2014,2068.33,CC10135,687
Utilities,2006-2008,168.04,CC10135,688
Contribution to Community Organization,2012-2014,1270.00,CC10135,689
Food & Beverages,2012-2014,7109.49,CC10135,690
Office Supplies,2006-2008,1291.81,CC10135,691
Printing,2006-2008,3645.49,CC10135,692
Professional Services,2012-2014,6161.55,CC10135,693
Office Supplies,2012-2014,930.98,CC10135,694
Lease/Rent,2008-2010,542.42,CC10135,695
Professional Services,2006-2008,96429.40,CC10135,696
Office Supplies,2008-2010,1278.70,CC10135,697
Professional Services,2010-2012,32443.26,CC10135,698
"Surveys, Polls & Voter Lists",2006-2008,12722.72,CC10135,699
Other,2010-2012,4320.66,CC10135,700
Other,2006-2008,8887.62,CC10135,701
Office Supplies,2010-2012,711.15,CC10135,702
Professional Services,2008-2010,9698.66,CC10135,703
Travel & Lodging,2010-2012,1359.82,CC10135,704
Travel & Lodging,2006-2008,1689.98,CC10135,705
Postage/Mailing,2006-2008,1275.92,CC10135,706
Other,2008-2010,2979.35,CC10135,707
Food & Beverages,2010-2012,12226.65,CC10135,708
Advertising,2006-2008,38855.34,CC10135,709
Food & Beverages,2006-2008,9067.91,CC10135,710
Utilities,2006-2008,1365.52,CC10301,711
Professional Services,2006-2008,6562.48,CC10301,712
"Surveys, Polls & Voter Lists",2006-2008,4168.19,CC10301,713
Office Supplies,2006-2008,151.96,CC10301,714
Advertising,2006-2008,2654.25,CC10301,715
Food & Beverages,2006-2008,33072.68,CC10301,716
Travel & Lodging,2006-2008,299.54,CC10301,717
Other,2006-2008,1589.50,CC10301,718
Postage/Mailing,2006-2008,280.10,CC10301,719
Lease/Rent,2006-2008,106.00,CC10301,720
Contribution to Political Party,2006-2008,386.00,CC10301,721
Contribution to Community Organization,2006-2008,2458.00,CC10301,722
Hawaii Election Campaign Fund,2006-2008,6050.00,CC10301,723
Vehicle,2006-2008,231.13,CC10301,724
Other,2008-2010,10172.18,CC10301,725
Office Supplies,2010-2012,68.75,CC10608,726
Other,2012-2014,19.95,CC10608,727
Advertising,2008-2010,3.52,CC10608,728
"Surveys, Polls & Voter Lists",2008-2010,600.00,CC10608,729
Professional Services,2010-2012,501.00,CC10608,730
Advertising,2010-2012,574.47,CC10608,731
Lease/Rent,2008-2010,222.48,CC10608,732
Printing,2010-2012,217.95,CC10608,733
Postage/Mailing,2010-2012,339.37,CC10608,734
Other,2008-2010,3090.80,CC10608,735
Postage/Mailing,2008-2010,13586.82,CC10608,736
Food & Beverages,2010-2012,1430.90,CC10608,737
Other,2010-2012,3206.38,CC10608,738
Bank Charges & Adjustments,2008-2010,81.15,CC10608,739
Durable Assets,2008-2010,147.52,CC10608,740
Food & Beverages,2008-2010,4549.74,CC10608,741
Printing,2008-2010,23142.42,CC10608,742
Other,2006-2008,795.00,CC10460,743
Printing,2006-2008,1213.94,CC10460,744
Postage/Mailing,2006-2008,381.00,CC10460,745
Employee Services,2006-2008,300.00,CC10460,746
Food & Beverages,2008-2010,16.55,CC10692,747
Filing Fee,2008-2010,25.00,CC10692,748
Other,2008-2010,170.65,CC10692,749
Printing,2008-2010,37.08,CC10692,750
Advertising,2010-2012,395.62,CC10910,751
Postage/Mailing,2010-2012,2255.93,CC10910,752
Lease/Rent,2010-2012,3000.00,CC10910,753
Utilities,2010-2012,685.18,CC10910,754
Advertising,2012-2014,203.82,CC10910,755
Printing,2010-2012,9090.76,CC10910,756
Taxes,2012-2014,275.00,CC10910,757
Contribution to Community Organization,2012-2014,155.97,CC10910,758
Food & Beverages,2010-2012,519.87,CC10910,759
Professional Services,2012-2014,764.58,CC10910,760
Professional Services,2010-2012,1397.92,CC10910,761
Other,2010-2012,616.71,CC10910,762
Insurance,2010-2012,648.40,CC10910,763
Bank Charges & Adjustments,2010-2012,23.60,CC10910,764
Contribution to Political Party,2008-2010,335.00,CC10557,765
"Surveys, Polls & Voter Lists",2008-2010,373.45,CC10557,766
Postage/Mailing,2010-2012,333.50,CC10557,767
Other,2010-2012,39.50,CC10557,768
Candidate Fundraiser Tickets,2010-2012,800.00,CC10557,769
Travel & Lodging,2008-2010,25.00,CC10534,770
Postage/Mailing,2008-2010,87.00,CC10534,771
Other,2008-2010,50.50,CC10534,772
Printing,2008-2010,2246.00,CC10534,773
Food & Beverages,2008-2010,350.95,CC10534,774
Advertising,2008-2010,6665.99,CC10534,775
Filing Fee,2008-2010,25.00,CC10534,776
Office Supplies,2008-2010,389.64,CC10534,777
Postage/Mailing,2008-2010,844.88,CC10557,778
Filing Fee,2008-2010,295.00,CC10557,779
Food & Beverages,2010-2012,540.89,CC10557,780
Bank Charges & Adjustments,2010-2012,441.25,CC10557,781
Lease/Rent,2008-2010,2707.07,CC10557,782
Bank Charges & Adjustments,2008-2010,1207.63,CC10557,783
Professional Services,2010-2012,1754.78,CC10557,784
Printing,2008-2010,34885.60,CC10557,785
Professional Services,2008-2010,834.12,CC10557,786
Office Supplies,2008-2010,283.88,CC10557,787
Advertising,2008-2010,6579.82,CC10557,788
Food & Beverages,2008-2010,3847.47,CC10557,789
Other,2008-2010,1673.31,CC10557,790
Candidate Fundraiser Tickets,2010-2012,308.37,CC10933,791
Postage/Mailing,2010-2012,3162.40,CC10933,792
Office Supplies,2010-2012,51.53,CC10933,793
Printing,2010-2012,2937.56,CC10933,794
Other,2010-2012,779.88,CC10933,795
Professional Services,2010-2012,750.00,CC10933,796
Advertising,2010-2012,2647.10,CC10933,797
Food & Beverages,2010-2012,348.16,CC10933,798
Office Supplies,2012-2014,115.16,CC10269,799
"Surveys, Polls & Voter Lists",2008-2010,300.00,CC10269,800
Printing,2006-2008,41.52,CC10269,801
Office Supplies,2006-2008,165.63,CC10269,802
"Surveys, Polls & Voter Lists",2010-2012,65.55,CC10269,803
Insurance,2008-2010,211.22,CC10269,804
Bank Charges & Adjustments,2012-2014,28.50,CC10269,805
Lease/Rent,2012-2014,334.40,CC10269,806
Food & Beverages,2008-2010,3765.40,CC10269,807
Bank Charges & Adjustments,2010-2012,9.00,CC10269,808
Postage/Mailing,2006-2008,259.00,CC10269,809
Postage/Mailing,2010-2012,5635.95,CC10269,810
Postage/Mailing,2008-2010,5661.56,CC10269,811
Postage/Mailing,2012-2014,270.60,CC10269,812
Printing,2008-2010,2371.68,CC10269,813
Other,2008-2010,1483.68,CC10269,814
Printing,2010-2012,2271.38,CC10269,815
Food & Beverages,2012-2014,1030.92,CC10269,816
Travel & Lodging,2010-2012,584.60,CC10269,817
Other,2012-2014,709.30,CC10269,818
Food & Beverages,2010-2012,6128.72,CC10269,819
Office Supplies,2010-2012,281.08,CC10269,820
Other,2010-2012,3959.62,CC10269,821
Filing Fee,2008-2010,250.00,CC10269,822
Filing Fee,2010-2012,250.00,CC10269,823
Filing Fee,2006-2008,250.00,CC10269,824
Lease/Rent,2006-2008,302.09,CC10269,825
Other,2006-2008,4806.99,CC10269,826
Travel & Lodging,2006-2008,138.71,CC10269,827
Food & Beverages,2006-2008,2542.61,CC10269,828
Insurance,2008-2010,273.35,CC10166,829
Vehicle,2008-2010,199.04,CC10166,830
Bank Charges & Adjustments,2010-2012,-36.00,CC10166,831
Hawaii Election Campaign Fund,2008-2010,150.00,CC10166,832
Insurance,2006-2008,546.06,CC10166,833
Utilities,2006-2008,153.83,CC10166,834
Hawaii Election Campaign Fund,2006-2008,50.00,CC10166,835
Postage/Mailing,2010-2012,96.00,CC10166,836
Professional Services,2006-2008,80.79,CC10166,837
Candidate Fundraiser Tickets,2006-2008,502.83,CC10166,838
Printing,2008-2010,8312.02,CC10166,839
Bank Charges & Adjustments,2006-2008,185.43,CC10166,840
Bank Charges & Adjustments,2008-2010,433.10,CC10166,841
Contribution to Community Organization,2008-2010,360.00,CC10166,842
Contribution to Political Party,2008-2010,520.00,CC10166,843
Filing Fee,2008-2010,115.00,CC10166,844
Food & Beverages,2010-2012,165.79,CC10166,845
Lease/Rent,2008-2010,12094.84,CC10166,846
"Surveys, Polls & Voter Lists",2008-2010,499.47,CC10166,847
Professional Services,2008-2010,30267.82,CC10166,848
Travel & Lodging,2008-2010,6903.58,CC10166,849
Advertising,2008-2010,80628.66,CC10166,850
Utilities,2008-2010,858.96,CC10166,851
Office Supplies,2006-2008,162.09,CC10166,852
Postage/Mailing,2006-2008,1383.30,CC10166,853
Office Supplies,2008-2010,291.51,CC10166,854
Lease/Rent,2006-2008,1814.04,CC10166,855
Postage/Mailing,2008-2010,1603.72,CC10166,856
Food & Beverages,2006-2008,4496.66,CC10166,857
Other,2008-2010,14238.15,CC10166,858
"Surveys, Polls & Voter Lists",2006-2008,337.20,CC10166,859
Food & Beverages,2008-2010,6095.43,CC10166,860
Filing Fee,2006-2008,500.00,CC10166,861
Other,2006-2008,455.92,CC10166,862
Printing,2006-2008,128.61,CC10166,863
Other,2010-2012,201.24,CC10166,864
Other,2008-2010,2038.37,CC10470,865
"Surveys, Polls & Voter Lists",2010-2012,376.89,CC10470,866
Food & Beverages,2010-2012,580.62,CC10470,867
Advertising,2010-2012,3753.89,CC10470,868
Professional Services,2010-2012,3330.78,CC10470,869
Postage/Mailing,2010-2012,4000.00,CC10470,870
Printing,2010-2012,12930.97,CC10470,871
Postage/Mailing,2008-2010,2318.83,CC10470,872
Printing,2008-2010,4082.34,CC10470,873
Lease/Rent,2008-2010,100.00,CC10470,874
Professional Services,2008-2010,261.78,CC10470,875
Printing,2006-2008,13005.76,CC10470,876
Food & Beverages,2006-2008,2760.52,CC10470,877
Postage/Mailing,2006-2008,12021.05,CC10470,878
"Surveys, Polls & Voter Lists",2006-2008,394.72,CC10470,879
Advertising,2006-2008,1073.30,CC10470,880
Professional Services,2006-2008,151.80,CC10470,881
Office Supplies,2006-2008,449.49,CC10470,882
Other,2006-2008,105.73,CC10470,883
Food & Beverages,2008-2010,220.63,CC10779,884
Bank Charges & Adjustments,2008-2010,18.00,CC10779,885
Advertising,2008-2010,1335.07,CC10779,886
Office Supplies,2008-2010,14.97,CC10779,887
Filing Fee,2008-2010,250.00,CC10779,888
Printing,2008-2010,1425.37,CC10779,889
Advertising,2010-2012,1.00,CC10435,890
Other,2010-2012,12250.00,CC10435,891
Travel & Lodging,2006-2008,170.00,CC10435,892
Office Supplies,2006-2008,33.32,CC10435,893
Utilities,2006-2008,120.51,CC10435,894
Other,2006-2008,42.82,CC10435,895
Vehicle,2006-2008,93.84,CC10435,896
Food & Beverages,2006-2008,156.54,CC10435,897
Filing Fee,2006-2008,25.00,CC10501,898
Office Supplies,2006-2008,126.76,CC10501,899
"Surveys, Polls & Voter Lists",2006-2008,50.00,CC10501,900
Printing,2006-2008,38.54,CC10501,901
Other,2006-2008,2031.03,CC10501,902
Other,2012-2014,187.95,CC10806,903
Insurance,2012-2014,736.00,CC10806,904
"Surveys, Polls & Voter Lists",2010-2012,50.00,CC10806,905
Filing Fee,2010-2012,25.00,CC10806,906
Contribution to Community Organization,2010-2012,250.00,CC10806,907
Contribution to Political Party,2010-2012,50.00,CC10806,908
Professional Services,2012-2014,5008.50,CC10806,909
Food & Beverages,2012-2014,1675.51,CC10806,910
Travel & Lodging,2010-2012,354.16,CC10806,911
Food & Beverages,2010-2012,6098.60,CC10806,912
Printing,2010-2012,1281.23,CC10806,913
Other,2010-2012,3617.08,CC10806,914
Advertising,2012-2014,3445.09,CC10806,915
Advertising,2010-2012,16219.63,CC10806,916
Bank Charges & Adjustments,2012-2014,296.22,CC10806,917
Office Supplies,2010-2012,50.40,CC10806,918
Bank Charges & Adjustments,2010-2012,255.45,CC10806,919
Professional Services,2010-2012,2642.00,CC10806,920
Bank Charges & Adjustments,2008-2010,28.00,CC10363,921
Bank Charges & Adjustments,2012-2014,10.00,CC10363,922
Contribution to Community Organization,2012-2014,62.63,CC10363,923
Office Supplies,2010-2012,11.00,CC10363,924
Lease/Rent,2010-2012,34.00,CC10363,925
Postage/Mailing,2010-2012,18.00,CC10363,926
Postage/Mailing,2008-2010,44.00,CC10363,927
Other,2008-2010,894.71,CC10363,928
Printing,2010-2012,147.00,CC10363,929
Lease/Rent,2008-2010,25.00,CC10363,930
Other,2010-2012,301.09,CC10363,931
Advertising,2008-2010,3299.55,CC10363,932
Advertising,2010-2012,11019.81,CC10363,933
Advertising,2006-2008,6311.30,CC10363,934
Lease/Rent,2006-2008,820.62,CC10363,935
Bank Charges & Adjustments,2006-2008,13.15,CC10363,936
Office Supplies,2006-2008,382.51,CC10363,937
Postage/Mailing,2006-2008,1058.40,CC10363,938
Printing,2006-2008,266.25,CC10363,939
Other,2006-2008,10607.09,CC10363,940
Food & Beverages,2006-2008,2825.59,CC10363,941
Professional Services,2006-2008,833.33,CC10520,942
Printing,2006-2008,375.00,CC10520,943
Advertising,2006-2008,3121.74,CC10520,944
Printing,2008-2010,460.74,CC10678,945
Filing Fee,2008-2010,250.00,CC10678,946
Office Supplies,2008-2010,270.32,CC10678,947
Bank Charges & Adjustments,2008-2010,48.11,CC10678,948
Postage/Mailing,2008-2010,44.44,CC10678,949
Professional Services,2008-2010,600.00,CC10678,950
Candidate Fundraiser Tickets,2008-2010,55.68,CC10678,951
Advertising,2008-2010,942.52,CC10678,952
"Surveys, Polls & Voter Lists",2010-2012,77.55,CC10930,953
Filing Fee,2010-2012,500.00,CC10930,954
Professional Services,2010-2012,3173.83,CC10930,955
Vehicle,2010-2012,209.28,CC10930,956
Advertising,2012-2014,15.65,CC10930,957
Lease/Rent,2012-2014,1200.00,CC10930,958
Vehicle,2012-2014,11.97,CC10930,959
Taxes,2010-2012,99.00,CC10930,960
Bank Charges & Adjustments,2012-2014,1374.59,CC10930,961
Bank Charges & Adjustments,2010-2012,677.34,CC10930,962
Utilities,2010-2012,1915.03,CC10930,963
Lease/Rent,2010-2012,955.52,CC10930,964
Utilities,2012-2014,828.92,CC10930,965
Office Supplies,2012-2014,428.97,CC10930,966
Postage/Mailing,2010-2012,6883.22,CC10930,967
Food & Beverages,2012-2014,940.57,CC10930,968
Printing,2010-2012,6820.95,CC10930,969
