Reg No,Expenditure Category,Election Period,Amount
CC10144,"Vehicle, Gas & Parking",2012-2014,375.09
CC10144,"Advertising, Media & Collateral Materials",2012-2014,581108.81
CC10144,"Contract, Employee & Professional Services",2012-2014,32990.31
CC10144,Employee Services,2012-2014,6000.00
CC10144,Contribution to Political Party,2012-2014,5000.00
CC10144,Office Supplies,2012-2014,1481.60
CC10144,Postage/Mailing,2012-2014,2494.81
CC10144,Durable Assets (Supplies/Equipment),2012-2014,3239.71
CC10144,"Printing, Postage, Mailing & Freight",2012-2014,1928.70
CC10144,Other,2012-2014,8106.41
CC10144,Hawaii Election Campaign Fund,2012-2014,4600.00
CC10144,Insurance,2012-2014,525.00
CC10144,"Filing Fee, Escheat, Fine",2012-2014,750.00
CC10144,"Bank Charges, Merchant Fees & Adjustments",2012-2014,1204.22
CC10144,Donations,2012-2014,1535.00
CC10144,"Advertising, Media & Collateral Materials",2014-2018,28150.29
CC10144,Utilities,2014-2018,196.51
CC10144,"Printing, Postage, Mailing & Freight",2014-2018,9502.48
CC10144,Hawaii Election Campaign Fund,2014-2018,583.00
CC10144,"Contract, Employee & Professional Services",2014-2018,40141.50
CC10144,"Bank Charges, Merchant Fees & Adjustments",2014-2018,125.48
CC10144,Durable Assets (Supplies/Equipment),2014-2018,129.00
CC10144,Food & Beverages,2014-2018,72.17
CC10144,Postage/Mailing,2014-2018,767.92
CC10144,Candidate Fundraiser Tickets,2018-2022,500.00
CC10144,Office Supplies,2018-2022,1168.57
CC10144,"Bank Charges, Merchant Fees & Adjustments",2018-2022,38.97
CC10144,"Printing, Postage, Mailing & Freight",2018-2022,657.00
CC10145,Donations,2004-2008,2000.00
CC10145,"Bank Charges, Merchant Fees & Adjustments",2004-2008,18.55
CC10145,"Contract, Employee & Professional Services",2004-2008,367.64
CC10146,Donations,2004-2008,1255.00
CC10146,Utilities,2004-2008,1176.17
CC10146,Other,2004-2008,155.84
CC10146,"Printing, Postage, Mailing & Freight",2004-2008,4769.62
CC10146,Contribution to Political Party,2004-2008,2035.00
CC10146,Durable Assets (Supplies/Equipment),2004-2008,1520.11
CC10146,"Contract, Employee & Professional Services",2004-2008,13408.38
CC10146,Office Supplies,2004-2008,749.69
CC10146,Postage/Mailing,2004-2008,3632.90
CC10146,"Vehicle, Gas & Parking",2004-2008,322.48
CC10146,Campaign Headquarters,2004-2008,1925.21
CC10146,Food & Beverages,2004-2008,10271.53
CC10146,"Filing Fee, Escheat, Fine",2004-2008,258.00
CC10146,Travel & Lodging,2004-2008,835.55
CC10146,"Bank Charges, Merchant Fees & Adjustments",2004-2008,26.14
CC10146,"Advertising, Media & Collateral Materials",2004-2008,24826.80
CC10146,"Surveys, Polls, Research & Voter Lists",2008-2010,24235.06
CC10146,"Filing Fee, Escheat, Fine",2008-2010,75.00
CC10146,Other,2008-2010,4369.16
CC10146,"Contract, Employee & Professional Services",2008-2010,84710.36
CC10146,"Vehicle, Gas & Parking",2008-2010,3707.23
CC10146,Insurance,2008-2010,1682.76
CC10146,"Printing, Postage, Mailing & Freight",2008-2010,18055.35
CC10146,Employee Services,2008-2010,6329.72
CC10146,Utilities,2008-2010,4175.69
CC10146,Food & Beverages,2008-2010,21925.54
CC10146,Contribution to Political Party,2008-2010,1689.00
CC10146,Office Supplies,2008-2010,2799.84
CC10146,"Bank Charges, Merchant Fees & Adjustments",2008-2010,4789.59
CC10146,Campaign Headquarters,2008-2010,13499.50
CC10146,Postage/Mailing,2008-2010,5338.75
CC10146,Donations,2008-2010,1045.00
CC10146,"Advertising, Media & Collateral Materials",2008-2010,97519.53
CC10146,Travel & Lodging,2008-2010,16533.75
CC10146,Postage/Mailing,2010-2012,1352.00
CC10146,Food & Beverages,2010-2012,2320.77
CC10146,"Advertising, Media & Collateral Materials",2010-2012,19239.05
CC10146,Other,2010-2012,3093.21
CC10146,"Surveys, Polls, Research & Voter Lists",2010-2012,2135.00
CC10146,Donations,2010-2012,370.00
CC10146,"Bank Charges, Merchant Fees & Adjustments",2010-2012,245.01
CC10146,Office Supplies,2010-2012,129.38
CC10146,"Filing Fee, Escheat, Fine",2010-2012,1750.00
CC10146,Utilities,2010-2012,361.91
CC10146,"Contract, Employee & Professional Services",2010-2012,5203.54
CC10146,Campaign Headquarters,2010-2012,1137.00
CC10146,Contribution to Political Party,2010-2012,250.00
CC10146,Durable Assets (Supplies/Equipment),2010-2012,334.95
CC10146,"Printing, Postage, Mailing & Freight",2010-2012,5041.64
CC10146,Food & Beverages,2012-2014,493.51
CC10146,Postage/Mailing,2012-2014,3749.27
CC10146,"Printing, Postage, Mailing & Freight",2012-2014,141.20
CC10146,"Bank Charges, Merchant Fees & Adjustments",2012-2014,750.35
CC10146,"Advertising, Media & Collateral Materials",2012-2014,28837.76
CC10146,Travel & Lodging,2012-2014,119.78
CC10146,"Contract, Employee & Professional Services",2012-2014,3901.90
CC10146,Office Supplies,2012-2014,416.65
CC10146,Utilities,2012-2014,516.11
CC10146,"Surveys, Polls, Research & Voter Lists",2012-2014,534.45
CC10146,Campaign Headquarters,2012-2014,100.00
CC10146,"Vehicle, Gas & Parking",2012-2014,270.71
CC10146,Donations,2012-2014,150.00
CC10146,Other,2012-2014,2312.61
CC10146,Postage/Mailing,2014-2016,3342.13
CC10146,"Advertising, Media & Collateral Materials",2014-2016,67291.96
CC10146,Travel & Lodging,2014-2016,533.03
CC10146,"Bank Charges, Merchant Fees & Adjustments",2014-2016,1787.37
CC10146,"Filing Fee, Escheat, Fine",2014-2016,625.00
CC10146,"Contract, Employee & Professional Services",2014-2016,6787.85
CC10146,Office Supplies,2014-2016,639.72
CC10146,"Printing, Postage, Mailing & Freight",2014-2016,13931.91
CC10146,Utilities,2014-2016,423.22
CC10146,Campaign Headquarters,2014-2016,814.56
CC10146,Food & Beverages,2014-2016,4223.34
CC10146,Other,2014-2016,1813.76
CC10146,"Surveys, Polls, Research & Voter Lists",2014-2016,5770.14
CC10146,Contribution to Political Party,2014-2016,175.00
CC10146,Hawaii Election Campaign Fund,2014-2016,20.00
CC10146,Donations,2014-2016,175.00
CC10146,"Contract, Employee & Professional Services",2016-2018,3000.00
CC10146,"Advertising, Media & Collateral Materials",2016-2018,1037.44
CC10146,Hawaii Election Campaign Fund,2016-2018,500.00
CC10146,"Bank Charges, Merchant Fees & Adjustments",2016-2018,96.12
CC10146,"Vehicle, Gas & Parking",2016-2018,73.96
CC10146,Donations,2016-2018,50.00
CC10147,Durable Assets (Supplies/Equipment),2004-2008,2487.30
CC10147,Postage/Mailing,2004-2008,365.75
CC10147,"Bank Charges, Merchant Fees & Adjustments",2004-2008,105.00
CC10147,"Advertising, Media & Collateral Materials",2004-2008,769.26
CC10147,Donations,2004-2008,1000.00
CC10147,"Contract, Employee & Professional Services",2004-2008,50.00
CC10147,Other,2004-2008,2482.28
CC10147,"Printing, Postage, Mailing & Freight",2004-2008,452.93
CC10147,Office Supplies,2004-2008,671.07
CC10147,"Filing Fee, Escheat, Fine",2004-2008,25.00
CC10147,Postage/Mailing,2008-2012,13148.16
CC10147,"Filing Fee, Escheat, Fine",2008-2012,250.00
CC10147,Hawaii Election Campaign Fund,2008-2012,50.00
CC10147,Office Supplies,2008-2012,7160.89
CC10147,Food & Beverages,2008-2012,6790.45
CC10147,Campaign Headquarters,2008-2012,90.00
CC10147,"Advertising, Media & Collateral Materials",2008-2012,537.96
CC10147,"Surveys, Polls, Research & Voter Lists",2008-2012,523.56
CC10147,Contribution to Political Party,2008-2012,175.00
CC10147,Candidate Fundraiser Tickets,2008-2012,1000.00
CC10147,"Printing, Postage, Mailing & Freight",2008-2012,9014.02
CC10147,Donations,2008-2012,4930.25
CC10147,Other,2008-2012,9787.27
CC10147,"Bank Charges, Merchant Fees & Adjustments",2008-2012,225.09
CC10147,"Contract, Employee & Professional Services",2008-2012,175.00
CC10147,Insurance,2012-2014,2058.57
CC10147,Campaign Headquarters,2012-2014,107626.55
CC10147,"Advertising, Media & Collateral Materials",2012-2014,1121454.23
CC10147,"Printing, Postage, Mailing & Freight",2012-2014,50944.88
CC10147,Office Supplies,2012-2014,7161.09
CC10147,Utilities,2012-2014,1683.43
CC10147,"Bank Charges, Merchant Fees & Adjustments",2012-2014,1642.69
CC10147,"Vehicle, Gas & Parking",2012-2014,106.75
CC10147,"Contract, Employee & Professional Services",2012-2014,393653.89
CC10147,Durable Assets (Supplies/Equipment),2012-2014,1366.25
CC10147,Contribution to Political Party,2012-2014,2000.00
CC10147,Postage/Mailing,2012-2014,18508.95
CC10147,Travel & Lodging,2012-2014,29560.36
CC10147,Hawaii Election Campaign Fund,2012-2014,125.00
CC10147,Other,2012-2014,47984.40
CC10147,Candidate Fundraiser Tickets,2012-2014,308.90
CC10147,Donations,2012-2014,3773.05
CC10147,"Filing Fee, Escheat, Fine",2012-2014,1714.72
CC10147,Food & Beverages,2012-2014,106121.57
CC10147,"Surveys, Polls, Research & Voter Lists",2012-2014,73479.06
CC10147,Contribution to Political Party,2014-2018,18000.00
CC10147,"Advertising, Media & Collateral Materials",2014-2018,1205936.78
CC10147,"Bank Charges, Merchant Fees & Adjustments",2014-2018,17498.57
CC10147,"Surveys, Polls, Research & Voter Lists",2014-2018,107168.57
CC10147,Insurance,2014-2018,1854.67
CC10147,Donations,2014-2018,5200.00
CC10147,Office Supplies,2014-2018,5984.41
CC10147,Postage/Mailing,2014-2018,39785.95
CC10147,Food & Beverages,2014-2018,254627.52
CC10147,Campaign Headquarters,2014-2018,146427.70
CC10147,Other,2014-2018,124628.33
CC10147,"Filing Fee, Escheat, Fine",2014-2018,750.00
CC10147,"Printing, Postage, Mailing & Freight",2014-2018,33257.96
CC10147,Candidate Fundraiser Tickets,2014-2018,200.00
CC10147,Travel & Lodging,2014-2018,22648.27
CC10147,"Contract, Employee & Professional Services",2014-2018,841261.07
CC10147,Hawaii Election Campaign Fund,2014-2018,383.33
CC10147,Utilities,2014-2018,6655.63
CC10147,Durable Assets (Supplies/Equipment),2014-2018,2156.94
CC10147,"Contract, Employee & Professional Services",2018-2022,51157.64
CC10147,Campaign Headquarters,2018-2022,10936.23
CC10147,"Bank Charges, Merchant Fees & Adjustments",2018-2022,7760.87
CC10147,Employee/Volunteer Gifts,2018-2022,1500.00
CC10147,Food & Beverages,2018-2022,13726.39
CC10147,Contribution to Political Party,2018-2022,6250.00
CC10147,Utilities,2018-2022,134.36
CC10147,Candidate Fundraiser Tickets,2018-2022,4000.00
CC10147,Hawaii Election Campaign Fund,2018-2022,20.00
CC10147,Donations,2018-2022,3000.00
CC10147,Office Supplies,2018-2022,216.00
CC10147,Travel & Lodging,2018-2022,1218.40
CC10147,Events & Activities,2018-2022,1145.36
CC10147,Other,2018-2022,5844.44
CC10147,"Advertising, Media & Collateral Materials",2018-2022,15291.69
CC10147,"Printing, Postage, Mailing & Freight",2018-2022,321.00
CC10148,Utilities,2004-2008,6884.19
CC10148,"Surveys, Polls, Research & Voter Lists",2004-2008,14614.47
CC10148,Candidate Fundraiser Tickets,2004-2008,800.76
CC10148,"Printing, Postage, Mailing & Freight",2004-2008,7655.44
CC10148,Travel & Lodging,2004-2008,2181.05
CC10148,"Bank Charges, Merchant Fees & Adjustments",2004-2008,291.24
CC10148,"Advertising, Media & Collateral Materials",2004-2008,60196.79
CC10148,Taxes & Insurance,2004-2008,39.42
CC10148,Donations,2004-2008,2007.65
CC10148,Office Supplies,2004-2008,4640.50
CC10148,Other,2004-2008,61645.31
CC10148,"Contract, Employee & Professional Services",2004-2008,13194.30
CC10148,Campaign Headquarters,2004-2008,30263.79
CC10148,Insurance,2004-2008,3387.81
CC10148,"Filing Fee, Escheat, Fine",2004-2008,500.00
CC10148,Food & Beverages,2004-2008,37907.01
CC10148,Postage/Mailing,2004-2008,9182.11
CC10148,Postage/Mailing,2008-2012,2995.27
CC10148,Other,2008-2012,39.58
CC10148,"Advertising, Media & Collateral Materials",2010-2012,28989.34
CC10148,"Bank Charges, Merchant Fees & Adjustments",2010-2012,155.67
CC10148,Postage/Mailing,2010-2012,4078.91
CC10148,Contribution to Political Party,2010-2012,300.00
CC10148,Food & Beverages,2010-2012,605.62
CC10148,"Printing, Postage, Mailing & Freight",2010-2012,870.33
CC10148,"Contract, Employee & Professional Services",2010-2012,15336.25
CC10148,Other,2010-2012,4979.68
CC10148,Office Supplies,2012-2014,238.54
CC10148,"Contract, Employee & Professional Services",2012-2014,11050.00
CC10148,"Printing, Postage, Mailing & Freight",2012-2014,2657.95
CC10148,Postage/Mailing,2012-2014,4689.76
CC10148,"Advertising, Media & Collateral Materials",2012-2014,55714.38
CC10148,Contribution to Political Party,2012-2014,300.00
CC10148,"Bank Charges, Merchant Fees & Adjustments",2012-2014,76.83
CC10148,"Surveys, Polls, Research & Voter Lists",2012-2014,1651.08
CC10148,"Filing Fee, Escheat, Fine",2012-2014,250.00
CC10148,Food & Beverages,2012-2014,2831.19
CC10148,Other,2012-2014,4858.39
CC10148,Postage/Mailing,2014-2018,6533.44
CC10148,Contribution to Political Party,2014-2018,370.00
CC10148,"Filing Fee, Escheat, Fine",2014-2018,250.00
CC10148,"Printing, Postage, Mailing & Freight",2014-2018,13283.68
CC10148,Office Supplies,2014-2018,104.92
CC10148,Donations,2014-2018,702.34
CC10148,"Bank Charges, Merchant Fees & Adjustments",2014-2018,306.46
CC10148,Travel & Lodging,2014-2018,746.76
CC10148,Hawaii Election Campaign Fund,2014-2018,150.00
CC10148,Food & Beverages,2014-2018,21557.78
CC10148,"Advertising, Media & Collateral Materials",2014-2018,103847.08
CC10148,Candidate Fundraiser Tickets,2014-2018,525.90
CC10148,"Contract, Employee & Professional Services",2014-2018,29948.88
CC10148,Other,2014-2018,6607.24
CC10148,"Vehicle, Gas & Parking",2014-2018,335.50
CC10148,Office Supplies,2018-2022,490.35
CC10148,Food & Beverages,2018-2022,1587.26
CC10148,"Printing, Postage, Mailing & Freight",2018-2022,1961.25
CC10148,"Contract, Employee & Professional Services",2018-2022,3509.79
CC10148,Other,2018-2022,171.83
CC10148,Donations,2018-2022,1250.00
CC10148,"Bank Charges, Merchant Fees & Adjustments",2018-2022,316.50
CC10148,"Advertising, Media & Collateral Materials",2018-2022,13424.26
CC10148,"Surveys, Polls, Research & Voter Lists",2018-2022,100.00
CC10148,Postage/Mailing,2018-2022,724.77
CC10149,Postage/Mailing,2004-2008,74.00
CC10149,Donations,2004-2008,3610.99
CC10149,Other,2004-2008,22715.00
CC10150,"Vehicle, Gas & Parking",2004-2008,75.00
CC10150,Food & Beverages,2004-2008,19602.32
CC10150,Postage/Mailing,2004-2008,52893.84
CC10150,"Printing, Postage, Mailing & Freight",2004-2008,48022.64
CC10150,Hawaii Election Campaign Fund,2004-2008,50.00
CC10150,Insurance,2004-2008,631.00
CC10150,"Contract, Employee & Professional Services",2004-2008,53158.68
CC10150,"Advertising, Media & Collateral Materials",2004-2008,364969.40
CC10150,"Surveys, Polls, Research & Voter Lists",2004-2008,7000.00
CC10150,Donations,2004-2008,406.28
CC10150,Other,2004-2008,40637.59
CC10150,Campaign Headquarters,2004-2008,19088.64
CC10150,Utilities,2004-2008,5244.31
CC10150,"Filing Fee, Escheat, Fine",2004-2008,500.00
CC10150,"Bank Charges, Merchant Fees & Adjustments",2004-2008,1840.08
CC10150,Office Supplies,2004-2008,3288.88
CC10150,Postage/Mailing,2009-2012,32153.68
CC10150,Office Supplies,2009-2012,65.43
CC10150,Food & Beverages,2009-2012,17370.23
CC10150,"Filing Fee, Escheat, Fine",2009-2012,250.00
CC10150,Campaign Headquarters,2009-2012,4540.38
CC10150,Donations,2009-2012,1500.00
CC10150,Utilities,2009-2012,548.31
CC10150,"Contract, Employee & Professional Services",2009-2012,11869.80
CC10150,Insurance,2009-2012,1085.10
CC10150,"Advertising, Media & Collateral Materials",2009-2012,28359.36
CC10150,"Printing, Postage, Mailing & Freight",2009-2012,66312.45
CC10150,Other,2009-2012,8084.22
CC10150,"Bank Charges, Merchant Fees & Adjustments",2009-2012,623.27
CC10150,"Filing Fee, Escheat, Fine",2012-2016,250.00
CC10150,Other,2012-2016,9906.34
CC10150,"Bank Charges, Merchant Fees & Adjustments",2012-2016,60.59
CC10150,Office Supplies,2012-2016,99.98
CC10150,"Advertising, Media & Collateral Materials",2012-2016,12175.36
CC10150,"Printing, Postage, Mailing & Freight",2012-2016,32874.77
CC10150,Postage/Mailing,2012-2016,9031.41
CC10150,Food & Beverages,2012-2016,28824.53
CC10150,Donations,2012-2016,5000.00
CC10150,Office Supplies,2016-2022,103.64
CC10150,"Bank Charges, Merchant Fees & Adjustments",2016-2022,240.78
CC10150,Contribution to Political Party,2016-2022,1500.00
CC10150,Postage/Mailing,2016-2022,154.00
CC10150,"Printing, Postage, Mailing & Freight",2016-2022,3108.06
CC10150,"Contract, Employee & Professional Services",2016-2022,16217.01
CC10150,"Advertising, Media & Collateral Materials",2016-2022,22826.72
CC10150,Other,2016-2022,4486.75
CC10150,Candidate Fundraiser Tickets,2016-2022,20750.00
CC10150,Donations,2016-2022,52150.00
CC10151,Other,2004-2008,777.64
CC10151,Utilities,2004-2008,56.18
CC10151,Donations,2004-2008,100.00
CC10151,"Filing Fee, Escheat, Fine",2004-2008,250.00
CC10151,"Surveys, Polls, Research & Voter Lists",2004-2008,3643.98
CC10151,"Advertising, Media & Collateral Materials",2004-2008,7319.11
CC10151,Office Supplies,2004-2008,192.03
CC10151,Campaign Headquarters,2004-2008,600.00
CC10151,Food & Beverages,2004-2008,4363.34
CC10151,Postage/Mailing,2004-2008,264.10
CC10151,Donations,2008-2012,14230.81
CC10151,Utilities,2008-2012,28.09
CC10152,"Bank Charges, Merchant Fees & Adjustments",2004-2008,1045.81
CC10153,Postage/Mailing,2004-2008,697.00
CC10153,"Bank Charges, Merchant Fees & Adjustments",2004-2008,31.93
CC10153,Food & Beverages,2004-2008,9990.54
CC10153,Hawaii Election Campaign Fund,2004-2008,25.00
CC10153,Other,2004-2008,5595.00
CC10153,"Contract, Employee & Professional Services",2004-2008,2599.14
CC10153,Office Supplies,2004-2008,2867.02
CC10153,"Printing, Postage, Mailing & Freight",2004-2008,885.83
CC10153,Candidate Fundraiser Tickets,2004-2008,1439.79
CC10153,"Advertising, Media & Collateral Materials",2004-2008,57199.92
CC10153,"Surveys, Polls, Research & Voter Lists",2004-2008,197.36
CC10153,Contribution to Political Party,2008-2012,500.00
CC10153,Donations,2008-2012,6045.27
CC10153,Other,2008-2012,7700.00
CC10153,Candidate Fundraiser Tickets,2008-2012,2000.00
CC10155,"Advertising, Media & Collateral Materials",2004-2008,1240.20
CC10155,"Contract, Employee & Professional Services",2004-2008,200.00
CC10155,Office Supplies,2004-2008,216.79
CC10155,Postage/Mailing,2004-2008,242.35
CC10155,Other,2004-2008,3861.05
CC10155,Donations,2004-2008,4010.53
CC10156,"Bank Charges, Merchant Fees & Adjustments",2008-2010,60.00
CC10156,"Bank Charges, Merchant Fees & Adjustments",2010-2012,114.21
CC10157,Contribution to Political Party,2004-2008,515.00
CC10157,"Printing, Postage, Mailing & Freight",2004-2008,1712.48
CC10157,"Filing Fee, Escheat, Fine",2004-2008,25.00
CC10157,Campaign Headquarters,2004-2008,1485.00
CC10157,Food & Beverages,2004-2008,2864.13
CC10157,Postage/Mailing,2004-2008,2187.45
CC10157,"Advertising, Media & Collateral Materials",2004-2008,5033.93
CC10157,Donations,2004-2008,500.00
CC10157,"Contract, Employee & Professional Services",2004-2008,166.40
CC10157,"Bank Charges, Merchant Fees & Adjustments",2004-2008,69.25
CC10157,Other,2004-2008,3913.80
CC10157,Office Supplies,2004-2008,46.56
CC10157,"Contract, Employee & Professional Services",2008-2012,2000.00
