expenditure_category,election_period,amount,reg_no,id
Filing Fee,2008-2010,75,CC10146,560
Employee Services,2008-2010,6329.72,CC10146,561
Contribution to Political Party,2008-2010,1689,CC10146,562
Utilities,2008-2010,4175.69,CC10146,563
Lease/Rent,2008-2010,13499.5,CC10146,564
Printing,2008-2010,18055.35,CC10146,565
"Surveys, Polls & Voter Lists",2008-2010,24235.06,CC10146,566
Travel & Lodging,2008-2010,16533.75,CC10146,567
Other,2008-2010,3769.16,CC10146,568
Contribution to Community Organization,2008-2010,1045,CC10146,569
Bank Charges & Adjustments,2008-2010,4356.38,CC10146,570
Advertising,2008-2010,96282.04,CC10146,571
Vehicle,2008-2010,3707.23,CC10146,572
Professional Services,2008-2010,84710.36,CC10146,573
Postage/Mailing,2008-2010,5338.75,CC10146,574
Office Supplies,2008-2010,2799.84,CC10146,575
Food & Beverages,2008-2010,21925.54,CC10146,576
Contribution to Political Party,2010-2012,250,CC10146,577
Filing Fee,2010-2012,1750,CC10146,578
Bank Charges & Adjustments,2010-2012,245.01,CC10146,579
Lease/Rent,2010-2012,1137,CC10146,580
Food & Beverages,2010-2012,2320.77,CC10146,581
Contribution to Community Organization,2010-2012,370,CC10146,582
Office Supplies,2010-2012,129.38,CC10146,583
Durable Assets,2010-2012,334.95,CC10146,584
Utilities,2010-2012,361.91,CC10146,585
Other,2010-2012,3093.21,CC10146,586
Postage/Mailing,2010-2012,1352,CC10146,587
"Surveys, Polls & Voter Lists",2010-2012,2135,CC10146,588
Printing,2010-2012,5041.64,CC10146,589
Professional Services,2010-2012,6003.54,CC10146,590
Advertising,2010-2012,19239.05,CC10146,591
Utilities,2012-2014,516.11,CC10146,592
Travel & Lodging,2012-2014,119.78,CC10146,593
"Surveys, Polls & Voter Lists",2012-2014,534.45,CC10146,594
Bank Charges & Adjustments,2012-2014,750.35,CC10146,595
Contribution to Community Organization,2012-2014,150,CC10146,596
Vehicle,2012-2014,270.71,CC10146,597
Other,2012-2014,2312.61,CC10146,598
Food & Beverages,2012-2014,493.51,CC10146,599
Printing,2012-2014,141.2,CC10146,600
Postage/Mailing,2012-2014,3749.27,CC10146,601
Lease/Rent,2012-2014,100,CC10146,602
Office Supplies,2012-2014,416.65,CC10146,603
Professional Services,2012-2014,3901.9,CC10146,604
Advertising,2012-2014,28837.76,CC10146,605
Bank Charges & Adjustments,2014-2016,1787.37,CC10146,606
Contribution to Political Party,2014-2016,175,CC10146,607
Hawaii Election Campaign Fund,2014-2016,20,CC10146,608
Printing,2014-2016,13931.91,CC10146,609
Contribution to Community Organization,2014-2016,175,CC10146,610
Postage/Mailing,2014-2016,3342.13,CC10146,611
Travel & Lodging,2014-2016,533.03,CC10146,612
Lease/Rent,2014-2016,814.56,CC10146,613
Food & Beverages,2014-2016,4223.34,CC10146,614
Office Supplies,2014-2016,639.72,CC10146,615
Filing Fee,2014-2016,625,CC10146,616
Professional Services,2014-2016,6787.85,CC10146,617
"Surveys, Polls & Voter Lists",2014-2016,5770.14,CC10146,618
Utilities,2014-2016,423.22,CC10146,619
Other,2014-2016,1813.76,CC10146,620
Advertising,2014-2016,67291.96,CC10146,621
Bank Charges & Adjustments,2016-2018,26,CC10146,622
Advertising,2016-2018,1037.44,CC10146,623
Vehicle,2016-2018,73.96,CC10146,624
Professional Services,2006-2008,50,CC10147,625
Postage/Mailing,2006-2008,365.75,CC10147,626
Printing,2006-2008,452.93,CC10147,627
Contribution to Community Organization,2006-2008,1000,CC10147,628
Bank Charges & Adjustments,2006-2008,105,CC10147,629
Filing Fee,2006-2008,25,CC10147,630
Durable Assets,2006-2008,2487.3,CC10147,631
Office Supplies,2006-2008,671.07,CC10147,632
Other,2006-2008,2482.28,CC10147,633
Advertising,2006-2008,769.26,CC10147,634
Hawaii Election Campaign Fund,2008-2010,50,CC10147,635
Professional Services,2008-2010,50,CC10147,636
Printing,2008-2010,442.77,CC10147,637
Bank Charges & Adjustments,2008-2010,205,CC10147,638
Office Supplies,2008-2010,553.69,CC10147,639
Postage/Mailing,2008-2010,884.53,CC10147,640
Contribution to Community Organization,2008-2010,2462.25,CC10147,641
Other,2008-2010,631.92,CC10147,642
Food & Beverages,2008-2010,1397.75,CC10147,643
Advertising,2008-2010,387.96,CC10147,644
Contribution to Political Party,2010-2012,175,CC10147,645
Advertising,2010-2012,150,CC10147,646
Candidate Fundraiser Tickets,2010-2012,1000,CC10147,647
Professional Services,2010-2012,125,CC10147,648
Bank Charges & Adjustments,2010-2012,20.09,CC10147,649
Filing Fee,2010-2012,250,CC10147,650
Lease/Rent,2010-2012,90,CC10147,651
Office Supplies,2010-2012,6607.2,CC10147,652
Contribution to Community Organization,2010-2012,2468,CC10147,653
Food & Beverages,2010-2012,5392.7,CC10147,654
Other,2010-2012,9155.35,CC10147,655
"Surveys, Polls & Voter Lists",2010-2012,523.56,CC10147,656
Postage/Mailing,2010-2012,12263.63,CC10147,657
Printing,2010-2012,8571.25,CC10147,658
Hawaii Election Campaign Fund,2012-2014,125,CC10147,659
Bank Charges & Adjustments,2012-2014,1642.69,CC10147,660
Contribution to Political Party,2012-2014,2000,CC10147,661
Insurance,2012-2014,2058.57,CC10147,662
Durable Assets,2012-2014,1366.25,CC10147,663
Contribution to Community Organization,2012-2014,3773.05,CC10147,664
Candidate Fundraiser Tickets,2012-2014,308.9,CC10147,665
Vehicle,2012-2014,106.75,CC10147,666
Utilities,2012-2014,1683.43,CC10147,667
Professional Services,2012-2014,393653.89,CC10147,668
Office Supplies,2012-2014,7161.09,CC10147,669
Filing Fee,2012-2014,1714.72,CC10147,670
Lease/Rent,2012-2014,107626.55,CC10147,671
Advertising,2012-2014,1121454.23,CC10147,672
"Surveys, Polls & Voter Lists",2012-2014,73479.06,CC10147,673
Printing,2012-2014,50944.88,CC10147,674
Travel & Lodging,2012-2014,29560.36,CC10147,675
Other,2012-2014,48092.36,CC10147,676
Food & Beverages,2012-2014,106121.57,CC10147,677
Postage/Mailing,2012-2014,18508.95,CC10147,678
Hawaii Election Campaign Fund,2014-2016,50,CC10147,679
Durable Assets,2014-2016,2156.94,CC10147,680
Contribution to Political Party,2014-2016,7500,CC10147,681
Bank Charges & Adjustments,2014-2016,1315.58,CC10147,682
Contribution to Community Organization,2014-2016,3060,CC10147,683
Postage/Mailing,2014-2016,12213.54,CC10147,684
Insurance,2014-2016,245,CC10147,685
Office Supplies,2014-2016,3833.37,CC10147,686
Advertising,2014-2016,4336.01,CC10147,687
"Surveys, Polls & Voter Lists",2014-2016,27500,CC10147,688
Other,2014-2016,13396.4,CC10147,689
Utilities,2014-2016,1023.77,CC10147,690
Travel & Lodging,2014-2016,8532.74,CC10147,691
Printing,2014-2016,5291.6,CC10147,692
Professional Services,2014-2016,157276.83,CC10147,693
Lease/Rent,2014-2016,19347.17,CC10147,694
Food & Beverages,2014-2016,48297.09,CC10147,695
Contribution to Community Organization,2016-2018,2000,CC10147,696
Bank Charges & Adjustments,2016-2018,666.32,CC10147,697
Postage/Mailing,2016-2018,2262,CC10147,698
Office Supplies,2016-2018,1126.89,CC10147,699
Food & Beverages,2016-2018,21912.95,CC10147,700
Professional Services,2016-2018,120090.13,CC10147,701
Lease/Rent,2016-2018,2088.62,CC10147,702
Other,2016-2018,2450.03,CC10147,703
Filing Fee,2006-2008,500,CC10148,704
Taxes,2006-2008,39.42,CC10148,705
Candidate Fundraiser Tickets,2006-2008,800.76,CC10148,706
Printing,2006-2008,7655.44,CC10148,707
Insurance,2006-2008,3387.81,CC10148,708
Professional Services,2006-2008,13194.3,CC10148,709
Utilities,2006-2008,6884.19,CC10148,710
Office Supplies,2006-2008,4640.5,CC10148,711
"Surveys, Polls & Voter Lists",2006-2008,14614.47,CC10148,712
Lease/Rent,2006-2008,30263.79,CC10148,713
Bank Charges & Adjustments,2006-2008,291.24,CC10148,714
Postage/Mailing,2006-2008,9182.11,CC10148,715
Contribution to Community Organization,2006-2008,2007.65,CC10148,716
Advertising,2006-2008,60196.79,CC10148,717
Other,2006-2008,61645.31,CC10148,718
Travel & Lodging,2006-2008,2181.05,CC10148,719
Food & Beverages,2006-2008,37907.01,CC10148,720
Other,2008-2010,39.58,CC10148,721
Postage/Mailing,2008-2010,2995.27,CC10148,722
Postage/Mailing,2010-2012,4078.91,CC10148,723
Contribution to Political Party,2010-2012,300,CC10148,724
Printing,2010-2012,870.33,CC10148,725
Bank Charges & Adjustments,2010-2012,155.67,CC10148,726
Professional Services,2010-2012,15336.25,CC10148,727
Other,2010-2012,4979.68,CC10148,728
Advertising,2010-2012,28989.34,CC10148,729
Food & Beverages,2010-2012,605.62,CC10148,730
Postage/Mailing,2012-2014,4689.76,CC10148,731
Contribution to Political Party,2012-2014,300,CC10148,732
Printing,2012-2014,2657.95,CC10148,733
Office Supplies,2012-2014,238.54,CC10148,734
Filing Fee,2012-2014,250,CC10148,735
"Surveys, Polls & Voter Lists",2012-2014,1651.08,CC10148,736
Bank Charges & Adjustments,2012-2014,76.83,CC10148,737
Professional Services,2012-2014,11050,CC10148,738
Other,2012-2014,4858.39,CC10148,739
Food & Beverages,2012-2014,2831.19,CC10148,740
Advertising,2012-2014,55714.38,CC10148,741
Printing,2014-2016,21.88,CC10148,742
Office Supplies,2014-2016,34.88,CC10148,743
Candidate Fundraiser Tickets,2014-2016,525.9,CC10148,744
Bank Charges & Adjustments,2014-2016,92.6,CC10148,745
Postage/Mailing,2014-2016,521,CC10148,746
Other,2014-2016,156.09,CC10148,747
Advertising,2014-2016,4299.62,CC10148,748
Professional Services,2014-2016,811.17,CC10148,749
Food & Beverages,2014-2016,5638.07,CC10148,750
Printing,2016-2018,18.23,CC10148,751
Bank Charges & Adjustments,2016-2018,25.85,CC10148,752
Advertising,2016-2018,1511.45,CC10148,753
Postage/Mailing,2016-2018,47,CC10148,754
Professional Services,2016-2018,52.36,CC10148,755
Food & Beverages,2016-2018,3185.17,CC10148,756
Postage/Mailing,2006-2008,74,CC10149,757
Other,2006-2008,22715,CC10149,758
Contribution to Community Organization,2006-2008,3610.99,CC10149,759
Bank Charges & Adjustments,2006-2008,1840.08,CC10150,760
Filing Fee,2006-2008,500,CC10150,761
Hawaii Election Campaign Fund,2006-2008,50,CC10150,762
Utilities,2006-2008,5244.31,CC10150,763
Vehicle,2006-2008,75,CC10150,764
Office Supplies,2006-2008,3288.88,CC10150,765
"Surveys, Polls & Voter Lists",2006-2008,7000,CC10150,766
Postage/Mailing,2006-2008,52893.84,CC10150,767
Professional Services,2006-2008,53158.68,CC10150,768
Lease/Rent,2006-2008,19088.64,CC10150,769
Advertising,2006-2008,364969.4,CC10150,770
Insurance,2006-2008,631,CC10150,771
Printing,2006-2008,48022.64,CC10150,772
Contribution to Community Organization,2006-2008,406.28,CC10150,773
Other,2006-2008,40637.59,CC10150,774
Food & Beverages,2006-2008,19602.32,CC10150,775
Utilities,2008-2010,548.31,CC10150,776
Bank Charges & Adjustments,2008-2010,489.99,CC10150,777
Contribution to Community Organization,2008-2010,1000,CC10150,778
Office Supplies,2008-2010,65.43,CC10150,779
Insurance,2008-2010,250,CC10150,780
Professional Services,2008-2010,7194.67,CC10150,781
Advertising,2008-2010,18232.64,CC10150,782
Other,2008-2010,4846.07,CC10150,783
Postage/Mailing,2008-2010,24905.09,CC10150,784
Printing,2008-2010,32791.76,CC10150,785
Lease/Rent,2008-2010,1092.6,CC10150,786
Food & Beverages,2008-2010,2878.03,CC10150,787
Contribution to Community Organization,2010-2012,500,CC10150,788
Bank Charges & Adjustments,2010-2012,133.28,CC10150,789
Postage/Mailing,2010-2012,7248.59,CC10150,790
Advertising,2010-2012,10126.72,CC10150,791
Filing Fee,2010-2012,250,CC10150,792
Insurance,2010-2012,835.1,CC10150,793
Lease/Rent,2010-2012,3447.78,CC10150,794
Professional Services,2010-2012,4675.13,CC10150,795
Printing,2010-2012,33520.69,CC10150,796
Other,2010-2012,3238.15,CC10150,797
Food & Beverages,2010-2012,14492.2,CC10150,798
Printing,2012-2014,314.14,CC10150,799
Bank Charges & Adjustments,2012-2014,42.96,CC10150,800
Advertising,2012-2014,5579.04,CC10150,801
Postage/Mailing,2012-2014,136.16,CC10150,802
Food & Beverages,2012-2014,930.37,CC10150,803
Contribution to Community Organization,2012-2014,4250,CC10150,804
Other,2012-2014,1759.12,CC10150,805
Bank Charges & Adjustments,2014-2016,17.63,CC10150,806
Office Supplies,2014-2016,99.98,CC10150,807
Advertising,2014-2016,6596.32,CC10150,808
Contribution to Community Organization,2014-2016,750,CC10150,809
Filing Fee,2014-2016,250,CC10150,810
Postage/Mailing,2014-2016,8895.25,CC10150,811
Printing,2014-2016,32560.63,CC10150,812
Food & Beverages,2014-2016,27894.16,CC10150,813
Other,2014-2016,8147.22,CC10150,814
Bank Charges & Adjustments,2016-2018,3.89,CC10150,815
Advertising,2016-2018,3020.94,CC10150,816
Contribution to Community Organization,2016-2018,3500,CC10150,817
Contribution to Political Party,2016-2018,500,CC10150,818
Other,2016-2018,1000,CC10150,819
Postage/Mailing,2006-2008,264.1,CC10151,820
Utilities,2006-2008,56.18,CC10151,821
Advertising,2006-2008,7319.11,CC10151,822
Filing Fee,2006-2008,250,CC10151,823
"Surveys, Polls & Voter Lists",2006-2008,3643.98,CC10151,824
Lease/Rent,2006-2008,600,CC10151,825
Office Supplies,2006-2008,192.03,CC10151,826
Contribution to Community Organization,2006-2008,100,CC10151,827
Other,2006-2008,777.64,CC10151,828
Food & Beverages,2006-2008,4363.34,CC10151,829
Utilities,2008-2010,28.09,CC10151,830
Contribution to Community Organization,2008-2010,14230.81,CC10151,831
Bank Charges & Adjustments,2006-2008,1045.81,CC10152,832
Candidate Fundraiser Tickets,2006-2008,1439.79,CC10153,833
Bank Charges & Adjustments,2006-2008,31.93,CC10153,834
Postage/Mailing,2006-2008,697,CC10153,835
Hawaii Election Campaign Fund,2006-2008,25,CC10153,836
"Surveys, Polls & Voter Lists",2006-2008,197.36,CC10153,837
Office Supplies,2006-2008,2867.02,CC10153,838
Food & Beverages,2006-2008,9990.54,CC10153,839
Other,2006-2008,5595,CC10153,840
Printing,2006-2008,885.83,CC10153,841
Advertising,2006-2008,57199.92,CC10153,842
Professional Services,2006-2008,2599.14,CC10153,843
Contribution to Political Party,2008-2010,500,CC10153,844
Candidate Fundraiser Tickets,2008-2010,2000,CC10153,845
Contribution to Community Organization,2008-2010,6045.27,CC10153,846
Other,2008-2010,7700,CC10153,847
Advertising,2006-2008,1240.2,CC10155,848
Office Supplies,2006-2008,216.79,CC10155,849
Postage/Mailing,2006-2008,242.35,CC10155,850
Professional Services,2006-2008,200,CC10155,851
Contribution to Community Organization,2006-2008,4010.53,CC10155,852
Other,2006-2008,3861.05,CC10155,853
Bank Charges & Adjustments,2008-2010,60,CC10156,854
Bank Charges & Adjustments,2010-2012,114.21,CC10156,855
Printing,2006-2008,1712.48,CC10157,856
Advertising,2006-2008,5033.93,CC10157,857
Lease/Rent,2006-2008,1485,CC10157,858
Bank Charges & Adjustments,2006-2008,69.25,CC10157,859
Professional Services,2006-2008,166.4,CC10157,860
Contribution to Community Organization,2006-2008,500,CC10157,861
Office Supplies,2006-2008,46.56,CC10157,862
Filing Fee,2006-2008,25,CC10157,863
Contribution to Political Party,2006-2008,515,CC10157,864
Postage/Mailing,2006-2008,2187.45,CC10157,865
Food & Beverages,2006-2008,2864.13,CC10157,866
Other,2006-2008,3913.8,CC10157,867
Durable Assets,2008-2010,1499,CC10157,868
Contribution to Political Party,2008-2010,100,CC10157,869
Other,2008-2010,156.25,CC10157,870
Bank Charges & Adjustments,2008-2010,42,CC10157,871
Contribution to Community Organization,2008-2010,500,CC10157,872
Advertising,2010-2012,1959.06,CC10157,873
Printing,2010-2012,52.08,CC10157,874
Hawaii Election Campaign Fund,2010-2012,577.86,CC10157,875
Contribution to Community Organization,2010-2012,400,CC10157,876
Other,2010-2012,59048.12,CC10157,877
Food & Beverages,2010-2012,419.83,CC10157,878
Professional Services,2010-2012,2000,CC10157,879
Filing Fee,2006-2008,250,CC10158,880
Hawaii Election Campaign Fund,2006-2008,50,CC10158,881
Printing,2006-2008,22677.72,CC10158,882
Food & Beverages,2006-2008,250,CC10158,883
Other,2006-2008,27724.71,CC10158,884
Contribution to Community Organization,2006-2008,335.75,CC10158,885
Professional Services,2006-2008,22730.77,CC10158,886
Postage/Mailing,2006-2008,33191.4,CC10158,887
Advertising,2006-2008,3274.67,CC10158,888
Advertising,2008-2010,3706.8,CC10158,889
Office Supplies,2008-2010,24.47,CC10158,890
Other,2008-2010,19909.03,CC10158,891
Printing,2008-2010,209.42,CC10158,892
Food & Beverages,2008-2010,999.36,CC10158,893
Hawaii Election Campaign Fund,2010-2012,112.01,CC10158,894
Filing Fee,2010-2012,250,CC10158,895
Lease/Rent,2010-2012,1956.93,CC10158,896
Other,2010-2012,532.56,CC10158,897
Postage/Mailing,2010-2012,19550.68,CC10158,898
Office Supplies,2010-2012,824.26,CC10158,899
Printing,2010-2012,33460.69,CC10158,900
Professional Services,2010-2012,24831.3,CC10158,901
Food & Beverages,2010-2012,4035.21,CC10158,902
Advertising,2010-2012,16736.61,CC10158,903
Professional Services,2012-2014,4067.2,CC10158,904
Advertising,2012-2014,828.53,CC10158,905
Other,2012-2014,426.27,CC10158,906
Lease/Rent,2012-2014,710.29,CC10158,907
Contribution to Community Organization,2012-2014,200.71,CC10158,908
Office Supplies,2012-2014,103.69,CC10158,909
Postage/Mailing,2012-2014,383.7,CC10158,910
Food & Beverages,2012-2014,1356.89,CC10158,911
Contribution to Political Party,2014-2016,250,CC10158,912
Other,2014-2016,470.44,CC10158,913
Lease/Rent,2014-2016,2198,CC10158,914
Postage/Mailing,2014-2016,12393.85,CC10158,915
Filing Fee,2014-2016,606.49,CC10158,916
Contribution to Community Organization,2014-2016,5298.99,CC10158,917
Advertising,2014-2016,23804.27,CC10158,918
Food & Beverages,2014-2016,2687.66,CC10158,919
Office Supplies,2014-2016,23.66,CC10158,920
Professional Services,2014-2016,18679.96,CC10158,921
Contribution to Community Organization,2016-2018,171.08,CC10158,922
Lease/Rent,2016-2018,100,CC10158,923
"Surveys, Polls & Voter Lists",2006-2008,133.26,CC10159,924
Bank Charges & Adjustments,2006-2008,549.72,CC10159,925
Filing Fee,2006-2008,250,CC10159,926
Contribution to Political Party,2006-2008,45,CC10159,927
Candidate Fundraiser Tickets,2006-2008,50,CC10159,928
Advertising,2006-2008,14199.09,CC10159,929
Lease/Rent,2006-2008,600,CC10159,930
Other,2006-2008,7664.78,CC10159,931
Postage/Mailing,2006-2008,10924.16,CC10159,932
Contribution to Community Organization,2006-2008,1969.25,CC10159,933
Food & Beverages,2006-2008,10926.24,CC10159,934
Printing,2006-2008,21128.19,CC10159,935
Office Supplies,2006-2008,314.77,CC10159,936
Office Supplies,2008-2010,13.91,CC10159,937
Bank Charges & Adjustments,2008-2010,45.46,CC10159,938
Postage/Mailing,2008-2010,536.14,CC10159,939
Printing,2008-2010,287.67,CC10159,940
Durable Assets,2008-2010,345.54,CC10159,941
Contribution to Community Organization,2008-2010,2304.3,CC10159,942
Advertising,2008-2010,3837.08,CC10159,943
Candidate Fundraiser Tickets,2008-2010,362,CC10159,944
Food & Beverages,2008-2010,2430.56,CC10159,945
Other,2008-2010,5285.14,CC10159,946
Office Supplies,2010-2012,191.92,CC10159,947
Postage/Mailing,2010-2012,17286.96,CC10159,948
Bank Charges & Adjustments,2010-2012,226.75,CC10159,949
Food & Beverages,2010-2012,7275.83,CC10159,950
Professional Services,2010-2012,586.38,CC10159,951
Printing,2010-2012,30628.26,CC10159,952
Advertising,2010-2012,3163.43,CC10159,953
Lease/Rent,2010-2012,997.42,CC10159,954
Contribution to Community Organization,2010-2012,2411.71,CC10159,955
Other,2010-2012,7830.3,CC10159,956
Bank Charges & Adjustments,2012-2014,57.98,CC10159,957
Postage/Mailing,2012-2014,3301.87,CC10159,958
Office Supplies,2012-2014,776.96,CC10159,959
Candidate Fundraiser Tickets,2012-2014,100,CC10159,960
Durable Assets,2012-2014,443.97,CC10159,961
Contribution to Political Party,2012-2014,2250,CC10159,962
Printing,2012-2014,10887.31,CC10159,963
Food & Beverages,2012-2014,7070.35,CC10159,964
