expenditure_category,election_period,amount,reg_no,id
Bank Charges & Adjustments,2006-2008,291.24,CC10148,549
Other,2010-2012,4979.68,CC10148,550
Office Supplies,2006-2008,4640.50,CC10148,551
Postage/Mailing,2006-2008,74.00,CC10149,552
Other,2006-2008,22715.00,CC10149,553
Contribution to Community Organization,2006-2008,3610.99,CC10149,554
Food & Beverages,2006-2008,19602.32,CC10150,555
Insurance,2006-2008,631.00,CC10150,556
Food & Beverages,2010-2012,14492.20,CC10150,557
Filing Fee,2010-2012,250.00,CC10150,558
Contribution to Community Organization,2008-2010,1000.00,CC10150,559
Utilities,2006-2008,5244.31,CC10150,560
Professional Services,2006-2008,53158.68,CC10150,561
Professional Services,2010-2012,4675.13,CC10150,562
Bank Charges & Adjustments,2010-2012,133.28,CC10150,563
Other,2010-2012,3238.15,CC10150,564
Printing,2012-2014,314.14,CC10150,565
Advertising,2006-2008,364969.40,CC10150,566
Food & Beverages,2012-2014,930.37,CC10150,567
Insurance,2010-2012,835.10,CC10150,568
Utilities,2008-2010,548.31,CC10150,569
Contribution to Community Organization,2006-2008,406.28,CC10150,570
Hawaii Election Campaign Fund,2006-2008,50.00,CC10150,571
Office Supplies,2006-2008,3288.88,CC10150,572
Vehicle,2006-2008,75.00,CC10150,573
Advertising,2008-2010,18232.64,CC10150,574
Printing,2008-2010,32791.76,CC10150,575
Office Supplies,2008-2010,65.43,CC10150,576
"Surveys, Polls & Voter Lists",2006-2008,7000.00,CC10150,577
Contribution to Community Organization,2010-2012,500.00,CC10150,578
Bank Charges & Adjustments,2006-2008,1840.08,CC10150,579
Advertising,2010-2012,10126.72,CC10150,580
Lease/Rent,2006-2008,19088.64,CC10150,581
Postage/Mailing,2008-2010,24905.09,CC10150,582
Other,2008-2010,4846.07,CC10150,583
Bank Charges & Adjustments,2008-2010,489.99,CC10150,584
Professional Services,2008-2010,7194.67,CC10150,585
Contribution to Community Organization,2012-2014,1000.00,CC10150,586
Other,2012-2014,1259.12,CC10150,587
Postage/Mailing,2006-2008,52893.84,CC10150,588
Lease/Rent,2008-2010,1092.60,CC10150,589
Bank Charges & Adjustments,2012-2014,38.70,CC10150,590
Postage/Mailing,2010-2012,7248.59,CC10150,591
Lease/Rent,2010-2012,3447.78,CC10150,592
Printing,2010-2012,33520.69,CC10150,593
Printing,2006-2008,48022.64,CC10150,594
Advertising,2012-2014,3068.58,CC10150,595
Other,2006-2008,40637.59,CC10150,596
Filing Fee,2006-2008,500.00,CC10150,597
Food & Beverages,2008-2010,2878.03,CC10150,598
Insurance,2008-2010,250.00,CC10150,599
Postage/Mailing,2012-2014,136.16,CC10150,600
Contribution to Community Organization,2006-2008,100.00,CC10151,601
"Surveys, Polls & Voter Lists",2006-2008,3643.98,CC10151,602
Filing Fee,2006-2008,250.00,CC10151,603
Contribution to Community Organization,2008-2010,14230.81,CC10151,604
Utilities,2006-2008,56.18,CC10151,605
Food & Beverages,2006-2008,4363.34,CC10151,606
Lease/Rent,2006-2008,600.00,CC10151,607
Postage/Mailing,2006-2008,264.10,CC10151,608
Advertising,2006-2008,7319.11,CC10151,609
Office Supplies,2006-2008,192.03,CC10151,610
Other,2006-2008,777.64,CC10151,611
Utilities,2008-2010,28.09,CC10151,612
Bank Charges & Adjustments,2006-2008,1045.81,CC10152,613
Advertising,2006-2008,57199.92,CC10153,614
Professional Services,2006-2008,2599.14,CC10153,615
Contribution to Community Organization,2008-2010,6045.27,CC10153,616
Office Supplies,2006-2008,2867.02,CC10153,617
Candidate Fundraiser Tickets,2008-2010,2000.00,CC10153,618
Bank Charges & Adjustments,2006-2008,31.93,CC10153,619
Contribution to Political Party,2008-2010,500.00,CC10153,620
Other,2006-2008,5595.00,CC10153,621
Hawaii Election Campaign Fund,2006-2008,25.00,CC10153,622
Other,2008-2010,7700.00,CC10153,623
Food & Beverages,2006-2008,9990.54,CC10153,624
Postage/Mailing,2006-2008,697.00,CC10153,625
Printing,2006-2008,885.83,CC10153,626
"Surveys, Polls & Voter Lists",2006-2008,197.36,CC10153,627
Candidate Fundraiser Tickets,2006-2008,1439.79,CC10153,628
Other,2006-2008,3861.05,CC10155,629
Contribution to Community Organization,2006-2008,4010.53,CC10155,630
Advertising,2006-2008,1240.20,CC10155,631
Postage/Mailing,2006-2008,242.35,CC10155,632
Office Supplies,2006-2008,216.79,CC10155,633
Professional Services,2006-2008,200.00,CC10155,634
Bank Charges & Adjustments,2010-2012,114.21,CC10156,635
Bank Charges & Adjustments,2008-2010,60.00,CC10156,636
Food & Beverages,2006-2008,2864.13,CC10157,637
Professional Services,2006-2008,166.40,CC10157,638
Professional Services,2010-2012,2000.00,CC10157,639
Durable Assets,2008-2010,1499.00,CC10157,640
Bank Charges & Adjustments,2006-2008,69.25,CC10157,641
Contribution to Political Party,2008-2010,100.00,CC10157,642
Advertising,2010-2012,1959.06,CC10157,643
Bank Charges & Adjustments,2008-2010,42.00,CC10157,644
Other,2010-2012,59048.12,CC10157,645
Contribution to Political Party,2006-2008,515.00,CC10157,646
Filing Fee,2006-2008,25.00,CC10157,647
Office Supplies,2006-2008,46.56,CC10157,648
Advertising,2006-2008,5033.93,CC10157,649
Lease/Rent,2006-2008,1485.00,CC10157,650
Printing,2010-2012,52.08,CC10157,651
Printing,2006-2008,1712.48,CC10157,652
Hawaii Election Campaign Fund,2010-2012,577.86,CC10157,653
Contribution to Community Organization,2006-2008,500.00,CC10157,654
Other,2008-2010,156.25,CC10157,655
Contribution to Community Organization,2008-2010,500.00,CC10157,656
Postage/Mailing,2006-2008,2187.45,CC10157,657
Food & Beverages,2010-2012,419.83,CC10157,658
Other,2006-2008,3913.80,CC10157,659
Contribution to Community Organization,2010-2012,400.00,CC10157,660
Printing,2006-2008,22677.72,CC10158,661
Food & Beverages,2012-2014,1356.89,CC10158,662
Printing,2010-2012,33460.69,CC10158,663
Postage/Mailing,2012-2014,197.70,CC10158,664
Office Supplies,2012-2014,103.69,CC10158,665
Professional Services,2006-2008,22730.77,CC10158,666
Advertising,2012-2014,828.53,CC10158,667
Food & Beverages,2006-2008,250.00,CC10158,668
Postage/Mailing,2010-2012,19550.68,CC10158,669
Contribution to Community Organization,2006-2008,335.75,CC10158,670
Advertising,2006-2008,3274.67,CC10158,671
Office Supplies,2008-2010,24.47,CC10158,672
Advertising,2010-2012,16736.61,CC10158,673
Lease/Rent,2010-2012,1956.93,CC10158,674
Other,2008-2010,19909.03,CC10158,675
Hawaii Election Campaign Fund,2010-2012,112.01,CC10158,676
Professional Services,2012-2014,4067.20,CC10158,677
Professional Services,2010-2012,24831.30,CC10158,678
Hawaii Election Campaign Fund,2006-2008,50.00,CC10158,679
Office Supplies,2010-2012,824.26,CC10158,680
Food & Beverages,2010-2012,4035.21,CC10158,681
Contribution to Community Organization,2012-2014,70.65,CC10158,682
Printing,2008-2010,209.42,CC10158,683
Lease/Rent,2012-2014,710.29,CC10158,684
Filing Fee,2006-2008,250.00,CC10158,685
Other,2012-2014,426.27,CC10158,686
Postage/Mailing,2006-2008,33191.40,CC10158,687
Advertising,2008-2010,3706.80,CC10158,688
Other,2010-2012,532.56,CC10158,689
Filing Fee,2010-2012,250.00,CC10158,690
Other,2006-2008,27724.71,CC10158,691
Food & Beverages,2008-2010,999.36,CC10158,692
Bank Charges & Adjustments,2008-2010,45.46,CC10159,693
Contribution to Political Party,2012-2014,50.00,CC10159,694
Candidate Fundraiser Tickets,2008-2010,362.00,CC10159,695
Food & Beverages,2010-2012,7275.83,CC10159,696
Contribution to Community Organization,2010-2012,2411.71,CC10159,697
Lease/Rent,2010-2012,997.42,CC10159,698
Postage/Mailing,2010-2012,17286.96,CC10159,699
Printing,2008-2010,287.67,CC10159,700
Office Supplies,2012-2014,138.84,CC10159,701
Food & Beverages,2008-2010,2430.56,CC10159,702
Other,2006-2008,7664.78,CC10159,703
Contribution to Community Organization,2008-2010,2304.30,CC10159,704
Bank Charges & Adjustments,2006-2008,549.72,CC10159,705
Bank Charges & Adjustments,2012-2014,25.15,CC10159,706
Office Supplies,2006-2008,314.77,CC10159,707
Postage/Mailing,2012-2014,94.00,CC10159,708
"Surveys, Polls & Voter Lists",2006-2008,133.26,CC10159,709
Other,2008-2010,5285.14,CC10159,710
Office Supplies,2010-2012,191.92,CC10159,711
Durable Assets,2008-2010,345.54,CC10159,712
Postage/Mailing,2006-2008,10924.16,CC10159,713
Advertising,2006-2008,14199.09,CC10159,714
Durable Assets,2012-2014,443.97,CC10159,715
Printing,2006-2008,21128.19,CC10159,716
Other,2012-2014,1392.92,CC10159,717
Professional Services,2010-2012,586.38,CC10159,718
Printing,2012-2014,103.66,CC10159,719
Candidate Fundraiser Tickets,2006-2008,50.00,CC10159,720
Contribution to Political Party,2006-2008,45.00,CC10159,721
Office Supplies,2008-2010,13.91,CC10159,722
Contribution to Community Organization,2006-2008,1969.25,CC10159,723
Postage/Mailing,2008-2010,536.14,CC10159,724
Bank Charges & Adjustments,2010-2012,226.75,CC10159,725
Food & Beverages,2012-2014,1715.07,CC10159,726
Advertising,2010-2012,3163.43,CC10159,727
Contribution to Community Organization,2012-2014,2855.88,CC10159,728
Filing Fee,2006-2008,250.00,CC10159,729
Printing,2010-2012,30628.26,CC10159,730
Advertising,2008-2010,3837.08,CC10159,731
Lease/Rent,2006-2008,600.00,CC10159,732
Food & Beverages,2006-2008,10926.24,CC10159,733
Advertising,2012-2014,200.00,CC10159,734
Other,2010-2012,7830.30,CC10159,735
Contribution to Community Organization,2006-2008,600.00,CC10161,736
Hawaii Election Campaign Fund,2006-2008,3424.49,CC10161,737
Lease/Rent,2010-2012,1536.03,CC10162,738
Lease/Rent,2008-2010,67112.56,CC10162,739
Bank Charges & Adjustments,2010-2012,5125.42,CC10162,740
Office Supplies,2010-2012,567.78,CC10162,741
Other,2006-2008,78891.12,CC10162,742
Taxes,2010-2012,8538.05,CC10162,743
Bank Charges & Adjustments,2006-2008,19722.14,CC10162,744
Postage/Mailing,2010-2012,2311.19,CC10162,745
Contribution to Political Party,2010-2012,11000.00,CC10162,746
Office Supplies,2008-2010,9937.16,CC10162,747
"Surveys, Polls & Voter Lists",2008-2010,64280.04,CC10162,748
Hawaii Election Campaign Fund,2008-2010,6000.00,CC10162,749
Bank Charges & Adjustments,2008-2010,57480.46,CC10162,750
Utilities,2008-2010,31349.80,CC10162,751
Professional Services,2008-2010,554798.42,CC10162,752
Insurance,2006-2008,9704.54,CC10162,753
Utilities,2010-2012,5284.82,CC10162,754
Other,2012-2014,1127.73,CC10162,755
Insurance,2008-2010,20456.15,CC10162,756
Filing Fee,2008-2010,1186.46,CC10162,757
Travel & Lodging,2012-2014,223.00,CC10162,758
Other,2010-2012,5677.32,CC10162,759
Travel & Lodging,2008-2010,122907.35,CC10162,760
Food & Beverages,2010-2012,10147.51,CC10162,761
Professional Services,2012-2014,632.90,CC10162,762
Employee Services,2010-2012,13963.33,CC10162,763
Contribution to Political Party,2006-2008,500.00,CC10162,764
Postage/Mailing,2006-2008,32882.10,CC10162,765
Food & Beverages,2008-2010,131216.36,CC10162,766
Travel & Lodging,2006-2008,21934.81,CC10162,767
Utilities,2006-2008,10642.41,CC10162,768
Durable Assets,2008-2010,6210.94,CC10162,769
Candidate Fundraiser Tickets,2010-2012,1000.00,CC10162,770
Printing,2006-2008,116743.80,CC10162,771
Travel & Lodging,2010-2012,4337.45,CC10162,772
Advertising,2010-2012,5577.47,CC10162,773
Insurance,2010-2012,1533.50,CC10162,774
Printing,2010-2012,1293.53,CC10162,775
Printing,2008-2010,154072.79,CC10162,776
Employee Services,2006-2008,234706.66,CC10162,777
Taxes,2006-2008,112495.59,CC10162,778
Taxes,2008-2010,190238.23,CC10162,779
Professional Services,2006-2008,109398.98,CC10162,780
Other,2008-2010,155307.28,CC10162,781
Bank Charges & Adjustments,2012-2014,36.00,CC10162,782
Employee Services,2008-2010,319589.95,CC10162,783
Professional Services,2010-2012,37545.19,CC10162,784
Food & Beverages,2006-2008,120991.07,CC10162,785
Postage/Mailing,2008-2010,46530.68,CC10162,786
Lease/Rent,2006-2008,8734.52,CC10162,787
Office Supplies,2006-2008,4011.20,CC10162,788
"Surveys, Polls & Voter Lists",2010-2012,284.00,CC10162,789
Hawaii Election Campaign Fund,2006-2008,50.00,CC10162,790
Advertising,2008-2010,600221.35,CC10162,791
Vehicle,2006-2008,14.00,CC10162,792
Contribution to Political Party,2012-2014,2500.00,CC10162,793
"Surveys, Polls & Voter Lists",2006-2008,3576.46,CC10162,794
Durable Assets,2006-2008,460.68,CC10162,795
Contribution to Political Party,2008-2010,250.00,CC10163,796
Candidate Fundraiser Tickets,2008-2010,3750.00,CC10163,797
Other,2008-2010,100.00,CC10163,798
Hawaii Election Campaign Fund,2006-2008,100.00,CC10163,799
Food & Beverages,2008-2010,199.45,CC10163,800
Postage/Mailing,2006-2008,157.07,CC10163,801
Professional Services,2008-2010,1004.25,CC10163,802
Contribution to Community Organization,2008-2010,2000.00,CC10163,803
Other,2006-2008,100.00,CC10163,804
Postage/Mailing,2008-2010,197.90,CC10163,805
Professional Services,2006-2008,518.93,CC10163,806
Bank Charges & Adjustments,2008-2010,15.00,CC10163,807
Food & Beverages,2006-2008,211.48,CC10163,808
Advertising,2006-2008,1162.99,CC10163,809
Printing,2006-2008,135.42,CC10164,810
Professional Services,2006-2008,1000.91,CC10164,811
Advertising,2006-2008,559.34,CC10164,812
Bank Charges & Adjustments,2006-2008,60.30,CC10164,813
Postage/Mailing,2006-2008,370.44,CC10164,814
Bank Charges & Adjustments,2006-2008,185.43,CC10166,815
Bank Charges & Adjustments,2008-2010,433.10,CC10166,816
Professional Services,2008-2010,30267.82,CC10166,817
Utilities,2008-2010,858.96,CC10166,818
Hawaii Election Campaign Fund,2006-2008,50.00,CC10166,819
Utilities,2006-2008,153.83,CC10166,820
Other,2006-2008,455.92,CC10166,821
Insurance,2008-2010,273.35,CC10166,822
Printing,2008-2010,8312.02,CC10166,823
"Surveys, Polls & Voter Lists",2008-2010,499.47,CC10166,824
Other,2010-2012,201.24,CC10166,825
Food & Beverages,2008-2010,6095.43,CC10166,826
Food & Beverages,2010-2012,165.79,CC10166,827
Food & Beverages,2006-2008,4496.66,CC10166,828
Printing,2006-2008,128.61,CC10166,829
Professional Services,2006-2008,80.79,CC10166,830
Filing Fee,2006-2008,500.00,CC10166,831
Vehicle,2008-2010,199.04,CC10166,832
Advertising,2008-2010,80628.66,CC10166,833
Candidate Fundraiser Tickets,2006-2008,502.83,CC10166,834
Lease/Rent,2008-2010,12094.84,CC10166,835
Postage/Mailing,2010-2012,96.00,CC10166,836
Contribution to Political Party,2008-2010,520.00,CC10166,837
Hawaii Election Campaign Fund,2008-2010,150.00,CC10166,838
Filing Fee,2008-2010,115.00,CC10166,839
"Surveys, Polls & Voter Lists",2006-2008,337.20,CC10166,840
Office Supplies,2008-2010,291.51,CC10166,841
Travel & Lodging,2008-2010,6903.58,CC10166,842
Other,2008-2010,14238.15,CC10166,843
Postage/Mailing,2006-2008,1383.30,CC10166,844
Bank Charges & Adjustments,2010-2012,-36.00,CC10166,845
Lease/Rent,2006-2008,1814.04,CC10166,846
Insurance,2006-2008,546.06,CC10166,847
Postage/Mailing,2008-2010,1603.72,CC10166,848
Contribution to Community Organization,2008-2010,360.00,CC10166,849
Office Supplies,2006-2008,162.09,CC10166,850
Bank Charges & Adjustments,2006-2008,10.00,CC10167,851
Contribution to Community Organization,2006-2008,2098.65,CC10167,852
Candidate Fundraiser Tickets,2006-2008,5940.00,CC10168,853
Durable Assets,2006-2008,291.64,CC10168,854
Other,2006-2008,3808.89,CC10168,855
Vehicle,2010-2012,40.00,CC10168,856
Other,2010-2012,5083.76,CC10168,857
Food & Beverages,2006-2008,10766.66,CC10168,858
Candidate Fundraiser Tickets,2008-2010,4510.00,CC10168,859
Travel & Lodging,2006-2008,130.00,CC10168,860
Food & Beverages,2008-2010,16469.13,CC10168,861
Contribution to Community Organization,2008-2010,2890.00,CC10168,862
Bank Charges & Adjustments,2008-2010,86.92,CC10168,863
Postage/Mailing,2006-2008,4367.56,CC10168,864
Other,2008-2010,8383.66,CC10168,865
Travel & Lodging,2010-2012,394.57,CC10168,866
Office Supplies,2006-2008,275.47,CC10168,867
Bank Charges & Adjustments,2006-2008,18.00,CC10168,868
Postage/Mailing,2012-2014,675.00,CC10168,869
Candidate Fundraiser Tickets,2010-2012,12955.00,CC10168,870
Printing,2006-2008,1539.32,CC10168,871
Advertising,2008-2010,3335.36,CC10168,872
Utilities,2006-2008,137.13,CC10168,873
Contribution to Community Organization,2010-2012,11196.53,CC10168,874
Postage/Mailing,2008-2010,1987.92,CC10168,875
Printing,2008-2010,5395.46,CC10168,876
Office Supplies,2008-2010,657.12,CC10168,877
Printing,2012-2014,1775.83,CC10168,878
Contribution to Political Party,2008-2010,100.00,CC10168,879
Contribution to Political Party,2010-2012,400.00,CC10168,880
Durable Assets,2010-2012,3012.00,CC10168,881
Professional Services,2006-2008,278.34,CC10168,882
Travel & Lodging,2008-2010,204.40,CC10168,883
Utilities,2010-2012,6826.52,CC10168,884
Filing Fee,2006-2008,250.00,CC10168,885
Food & Beverages,2010-2012,11286.33,CC10168,886
Contribution to Political Party,2006-2008,450.00,CC10168,887
Contribution to Community Organization,2012-2014,125.00,CC10168,888
Bank Charges & Adjustments,2012-2014,75.80,CC10168,889
Vehicle,2008-2010,58.43,CC10168,890
Printing,2010-2012,873.49,CC10168,891
Advertising,2006-2008,150.17,CC10168,892
Bank Charges & Adjustments,2010-2012,24.60,CC10168,893
Contribution to Community Organization,2006-2008,1314.70,CC10168,894
Advertising,2010-2012,792.08,CC10168,895
Other,2012-2014,89.45,CC10168,896
Postage/Mailing,2010-2012,2554.15,CC10168,897
Utilities,2008-2010,1008.59,CC10168,898
Professional Services,2010-2012,60.00,CC10168,899
Office Supplies,2010-2012,485.06,CC10168,900
Filing Fee,2008-2010,30.00,CC10168,901
Contribution to Political Party,2010-2012,300.00,CC10169,902
Filing Fee,2010-2012,13.09,CC10169,903
Advertising,2006-2008,1469.98,CC10169,904
"Surveys, Polls & Voter Lists",2010-2012,6.00,CC10169,905
Food & Beverages,2010-2012,11837.82,CC10169,906
Vehicle,2008-2010,8.00,CC10169,907
Postage/Mailing,2010-2012,5470.25,CC10169,908
Office Supplies,2010-2012,1001.11,CC10169,909
Travel & Lodging,2010-2012,5.00,CC10169,910
Vehicle,2010-2012,286.39,CC10169,911
Food & Beverages,2008-2010,5459.36,CC10169,912
Bank Charges & Adjustments,2006-2008,15.00,CC10169,913
Printing,2012-2014,3396.60,CC10169,914
Contribution to Community Organization,2010-2012,1543.74,CC10169,915
Professional Services,2010-2012,900.00,CC10169,916
Other,2006-2008,716.14,CC10169,917
Postage/Mailing,2006-2008,1266.80,CC10169,918
Office Supplies,2008-2010,166.18,CC10169,919
Advertising,2010-2012,8261.68,CC10169,920
Contribution to Community Organization,2008-2010,775.00,CC10169,921
Other,2012-2014,1820.73,CC10169,922
Professional Services,2008-2010,2121.20,CC10169,923
"Surveys, Polls & Voter Lists",2008-2010,369.27,CC10169,924
Contribution to Community Organization,2012-2014,3216.87,CC10169,925
Postage/Mailing,2012-2014,4576.45,CC10169,926
Food & Beverages,2006-2008,1885.08,CC10169,927
Postage/Mailing,2008-2010,10321.06,CC10169,928
Office Supplies,2012-2014,215.95,CC10169,929
Office Supplies,2006-2008,480.95,CC10169,930
Lease/Rent,2008-2010,167.96,CC10169,931
Employee Services,2010-2012,271.95,CC10169,932
Contribution to Community Organization,2006-2008,2322.62,CC10169,933
Candidate Fundraiser Tickets,2010-2012,100.00,CC10169,934
Other,2008-2010,778.98,CC10169,935
Printing,2010-2012,3243.98,CC10169,936
Food & Beverages,2012-2014,4423.31,CC10169,937
Printing,2008-2010,6578.22,CC10169,938
Other,2010-2012,2367.18,CC10169,939
Vehicle,2012-2014,129.80,CC10169,940
Vehicle,2006-2008,62.50,CC10169,941
Lease/Rent,2010-2012,107.66,CC10169,942
Durable Assets,2010-2012,2014.47,CC10169,943
Employee Services,2008-2010,71.41,CC10169,944
Advertising,2008-2010,1755.30,CC10169,945
Bank Charges & Adjustments,2006-2008,55.50,CC10170,946
Employee Services,2010-2012,254.00,CC10171,947
